topic,time,cui,cui_name,curated_nameprob,hpo,hpo_name
1,8,C0154710,"Generalized convulsive epilepsy, with intractable epilepsy","generalized convulsive epilepsy, ",0.01212973184809881,HP:0002197,Generalized seizures
1,8,C0236826,Developmental expressive language disorder,expressive language delay,0.011918470722965747,HP:0002474,Expressive language delay
1,8,C0003811,Cardiac Arrhythmia,,0.011682982522157263,HP:0011675,Arrhythmia
1,8,C0424605,Developmental delay (disorder),developmental delay (disorder),0.010776118502737827,HP:0001263,Global developmental delay
1,8,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.007933915454259007,HP:0001263,Global developmental delay
1,8,C1384666,hearing impairment,,0.007850782255678968,HP:0000365,Hearing impairment
1,8,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.007635866758784376,HP:0000750,Delayed speech and language development
1,8,C0154722,"Epilepsy, unspecified, with intractable epilepsy","epilepsy, , ",0.007426302686896223,HP:0001250,Seizures
1,8,C0477458,Other specified hearing loss, specified hearing loss,0.006440200473935897,HP:0000365,Hearing impairment
1,8,C0037317,Sleep disturbances,,0.005611339925419128,HP:0002360,Sleep disturbance
1,8,C0154707,"Generalized nonconvulsive epilepsy, without mention of intractable epilepsy","generalized nonconvulsive epilepsy, ",0.0055932442340001845,HP:0002197,Generalized seizures
1,8,C0221539,Transient alteration of awareness,transient alteration of awareness,0.005387617282454471,,
1,8,C0085584,Encephalopathies,,0.004774419917709677,HP:0001298,Encephalopathy
1,8,C0159135,Other abnormal clinical findings, abnormal clinical findings,0.003653781696322414,HP:0000707,Abnormality of the nervous system
1,8,C0029551,Other conditions of brain, conditions of brain,0.003593378725788326,HP:0012638,Abnormality of nervous system physiology
1,8,C0159099,Nonspecific abnormal electroencephalogram (EEG),nonspecific abnormal electroencephalogram (eeg),0.0034391600538847575,HP:0002353,EEG abnormality
1,8,C0159036,Other symptoms involving nervous and musculoskeletal systems, symptoms involving nervous and musculoskeletal systems,0.002818699173557687,HP:0000708,Behavioral abnormality
1,8,C0392702,Abnormal involuntary movement,abnormal involuntary movement,0.002723687616819027,HP:0004305,Involuntary movements
1,8,C0009592,Compression of brain,compression of brain,0.0025660283479512886,HP:0012443,Abnormality of brain morphology
1,8,C0158621,Congenital subaortic stenosis,congenital subaortic stenosis,0.0020713357205172033,,
1,8,C0478095,Other specified congenital malformations,phenotypic abnormality,0.0016304874585979972,HP:0000118,Phenotypic abnormality
1,8,C0020490,Hyperopia,,0.0015989832744401618,HP:0000540,Hypermetropia
1,8,C0795699,"Other diseases of pharynx, NEC in ICD9CM"," diseases of pharynx,",0.001469799872543218,HP:0000600,Abnormality of the pharynx
1,8,C0158489,Acquired clubfoot,acquired clubfoot,0.0013339722819305083,HP:0001762,Talipes equinovarus
1,8,C0264133,Acquired flat foot,acquired flat foot,0.0012525809292279842,HP:0001763,Pes planus
1,8,C0013274,Patent ductus arteriosus,,0.001149777050169201,HP:0001643,Patent ductus arteriosus
1,8,C0026758,"Multiple congenital anomalies, so described","multiple congenital anomalies, so described",0.0010883136968553844,HP:0001627,Abnormal heart morphology
1,9,C0154446,"Infantile autism, current or active state"," autism, ",0.5736534991722386,HP:0000717,Autism
1,9,C3161331,Unspecified intellectual disabilities, intellectual disabilities,0.07649775115269102,HP:0001249,Intellectual disability
1,9,C0478095,Other specified congenital malformations,phenotypic abnormality,0.0575360595849651,HP:0000118,Phenotypic abnormality
1,9,C0038273,Stereotypic Movement Disorder,,0.023588522167078383,HP:0000733,Stereotypic behavior
1,9,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.017454201963849014,HP:0001263,Global developmental delay
1,9,C0003811,Cardiac Arrhythmia,,0.016434778715102707,HP:0011675,Arrhythmia
1,9,C0026758,"Multiple congenital anomalies, so described","multiple congenital anomalies, so described",0.011581897953891782,HP:0001627,Abnormal heart morphology
1,9,C0154634,Mixed development disorder,neurodevelopmental delay,0.01123429692928008,HP:0012758,Neurodevelopmental delay
1,9,C1456428,Unspecified persistent mental disorders due to conditions classified elsewhere, persistent mental disorders due to conditions classified elsewhere,0.009991417465694437,,
1,9,C1384666,hearing impairment,,0.009903679567025921,HP:0000365,Hearing impairment
1,9,C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.008677337484771641,HP:0030680,Abnormality of cardiovascular system morphology
1,9,C1456326,Selective mutism specific to childhood and adolescence,selective mutism ,0.007824597217887707,HP:0002300,Mutism
1,9,C0042798,Low Vision,low vision,0.007232562702658564,HP:0000505,Visual impairment
1,9,C0037317,Sleep disturbances,,0.005522960044551268,HP:0002360,Sleep disturbance
1,9,C0154635,Other specified delays in development, specified delays in development,0.005151245713561582,HP:0001263,Global developmental delay
1,9,C0154246,"Urea Cycle Disorders, Inborn","urea cycle disorders, inborn",0.004740336012761429,HP:0001939,Abnormality of metabolism/homeostasis
1,9,C0025517,Metabolic Diseases,metabolic diseases,0.0047023534458171794,HP:0001939,Abnormality of metabolism/homeostasis
1,9,C0750903,"Amblyopia, Suppression","amblyopia, suppression",0.004194772207715567,HP:0000646,Amblyopia
1,9,C0014877,Esotropia,,0.00419203122810453,HP:0000565,Esotropia
1,9,C0017168,Gastroesophageal reflux disease,,0.004082520004085545,HP:0002020,Gastroesophageal reflux
1,9,C0152417,Congenital stenosis of aortic valve,congenital stenosis of aortic valve,0.0040719891038601816,,
1,9,C0158617,Congenital insufficiency of aortic valve,congenital insufficiency of aortic valve,0.003946727900148408,HP:0001646,Abnormality of the aortic valve
1,9,C0699815,Feeding difficulties and mismanagement,feeding difficulties and mismanagement,0.003676478677809755,HP:0011968,Feeding difficulties
1,9,C0158621,Congenital subaortic stenosis,congenital subaortic stenosis,0.0035580978477673885,,
1,9,C0158619,Congenital insufficiency of mitral valve,insufficiency of mitral valve,0.003544931550347184,HP:0001653,Mitral regurgitation
1,9,C0015544,Failure to Thrive,failure to thrive,0.003431637209066764,HP:0001508,Failure to thrive
1,9,C0149825,Hypertrophy of adenoids,abnormal size nasopharyngeal adenoids,0.0033300820677139424,HP:3000033,Abnormality of nasopharyngeal adenoids
1,9,C0158618,Congenital stenosis of mitral valve,,0.0031162952875215576,HP:0011570,Congenital mitral stenosis
1,9,C0029581,Other disease of nasal cavity and sinuses, disease of nasal cavity and sinuses,0.0030124625380389615,HP:0000366,Abnormality of the nose
1,9,C1879328,Blindness both eyes NOS (disorder),blindness both eyes nos (disorder),0.0027659358215751492,,
1,9,C0036529,"Myocardial Diseases, Secondary","myocardial diseases, secondary",0.0025251384856029746,,
1,9,C0025958,Microcephaly,microcephaly,0.0024721334450617943,HP:0000252,Microcephaly
1,9,C0029608,Other endocardial cushion defects, endocardial cushion defects,0.002452538207739604,HP:0006695,Atrioventricular canal defect
1,9,C0009806,Constipation,,0.0022469139767625533,HP:0002019,Constipation
1,9,C0159135,Other abnormal clinical findings, abnormal clinical findings,0.0021981283704255593,HP:0000707,Abnormality of the nervous system
1,9,C0014116,Endocardial Cushion Defects,endocardial cushion defects,0.002082191267023348,HP:0006695,Atrioventricular canal defect
1,9,C1279224,"Infectious colitis, enteritis and gastroenteritis","infectious colitis, enteritis and gastroenteritis",0.002031981813116393,HP:0002583,Colitis
1,9,C0154623,Unspecified emotional disturbance of childhood or adolescence, emotional disturbance ,0.0017118454506382637,HP:0100851,Abnormal emotion/affect behavior
1,9,C0026265,Diseases of mitral valve,diseases of mitral valve,0.001627919351886778,HP:0001633,Abnormality of the mitral valve
1,9,C0159036,Other symptoms involving nervous and musculoskeletal systems, symptoms involving nervous and musculoskeletal systems,0.001619752827034229,HP:0000708,Behavioral abnormality
1,9,C0041667,Underweight,underweight,0.0014236468464654927,HP:0004323,Abnormality of body weight
1,9,C0375378,"Vesicoureteral reflux with reflux nephropathy, bilateral",vesicoureteral reflux ,0.0014134900681754012,HP:0000076,Vesicoureteral reflux
1,9,C0029551,Other conditions of brain, conditions of brain,0.0012435469539750685,HP:0012638,Abnormality of nervous system physiology
1,9,C0014868,Esophagitis,,0.001044150783703913,HP:0100633,Esophagitis
1,10,C0154446,"Infantile autism, current or active state"," autism, ",0.6462049298391985,HP:0000717,Autism
1,10,C0154721,"Epilepsy, unspecified, without mention of intractable epilepsy","epilepsy, , ",0.06206184976785222,HP:0001250,Seizures
1,10,C0003537,Aphasia,,0.024509195091392388,HP:0002381,Aphasia
1,10,C0030196,Pain in limb,,0.021553118323650578,HP:0009763,Limb pain
1,10,C0158361,"Other disorders of muscle, ligament, and fascia"," disorders of muscle, ligament, and fascia",0.017873404309434307,,
1,10,C0264133,Acquired flat foot,acquired flat foot,0.017754499126182394,HP:0001763,Pes planus
1,10,C0154713,"Partial epilepsy, with impairment of consciousness, with intractable epilepsy"," epilepsy, ",0.01588175798188933,HP:0001250,Seizures
1,10,C0158350,Tendon contracture,contracture,0.014365672513884192,HP:0001371,Flexion contracture
1,10,C0029557,Other congenital deformity of hip (joint), congenital deformity of hip (joint),0.012626975791359346,HP:0001384,Abnormality of the hip joint
1,10,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.011039935037566612,HP:0001263,Global developmental delay
1,10,C0003811,Cardiac Arrhythmia,,0.009034959556860277,HP:0011675,Arrhythmia
1,10,C0575081,Gait abnormality,,0.008148909331679225,HP:0001288,Gait disturbance
1,10,C0221539,Transient alteration of awareness,transient alteration of awareness,0.006906120088294477,,
1,10,C0154714,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.006746561224218595,,
1,10,C0158712,Congenital musculoskeletal deformities of spine,congenital musculoskeletal deformities of spine,0.0062523795573569485,HP:0000925,Abnormality of the vertebral column
1,10,C0039685,Tetralogy of Fallot,,0.006219745400483826,HP:0001636,Tetralogy of Fallot
1,10,C0015310,Exotropia,,0.005472387933387096,HP:0000577,Exotropia
1,10,C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.005365493691752464,HP:0004370,Abnormality of temperature regulation
1,10,C0311394,Difficulty walking,,0.004537704527749261,HP:0002355,Difficulty walking
1,10,C0009081,Congenital clubfoot,,0.004023666187107486,HP:0001762,Talipes equinovarus
1,10,C0020490,Hyperopia,,0.0035766286688053528,HP:0000540,Hypermetropia
1,10,C0154709,"Generalized convulsive epilepsy, without mention of intractable epilepsy","generalized convulsive epilepsy, ",0.003357754099373148,HP:0002197,Generalized seizures
1,10,C0236826,Developmental expressive language disorder,expressive language delay,0.0031818482372961395,HP:0002474,Expressive language delay
1,10,C0159099,Nonspecific abnormal electroencephalogram (EEG),nonspecific abnormal electroencephalogram (eeg),0.00278440525953396,HP:0002353,EEG abnormality
1,10,C0159036,Other symptoms involving nervous and musculoskeletal systems, symptoms involving nervous and musculoskeletal systems,0.0027439405021523707,HP:0000708,Behavioral abnormality
1,10,C0149825,Hypertrophy of adenoids,abnormal size nasopharyngeal adenoids,0.002636351124246354,HP:3000033,Abnormality of nasopharyngeal adenoids
1,10,C0478145,Other and unspecified symbolic dysfunctions, and  impaired social interactionss,0.0022757891583006303,HP:0000735,Impaired social interactions
1,10,C0155831,Hypertrophy of tonsils alone,hypertrophy of tonsils alone,0.0019616730261188087,HP:0100765,Abnormality of the tonsils
1,10,C0478000,Other congenital malformations of aorta, congenital malformations of aorta,0.0018028715835128033,HP:0030680,Abnormality of cardiovascular system morphology
1,10,C0154722,"Epilepsy, unspecified, with intractable epilepsy","epilepsy, , ",0.0016432389807999807,HP:0001250,Seizures
1,10,C0158621,Congenital subaortic stenosis,congenital subaortic stenosis,0.0013371854511950037,,
1,10,C0432068,"Congenital musculoskeletal deformities of skull, face, and jaw",abnormality of the head,0.0013258460231470627,HP:0000234,Abnormality of the head
1,10,C0158489,Acquired clubfoot,acquired clubfoot,0.0013257378680521488,HP:0001762,Talipes equinovarus
1,10,C0029551,Other conditions of brain, conditions of brain,0.0010869245499388436,HP:0012638,Abnormality of nervous system physiology
1,10,C0154632,Developmental speech or language disorder,delayed speech or language disorder,0.0010839238636272685,HP:0000750,Delayed speech and language development
1,10,C0154634,Mixed development disorder,neurodevelopmental delay,0.0010178640775438588,HP:0012758,Neurodevelopmental delay
1,11,C0154446,"Infantile autism, current or active state"," autism, ",0.5155519477629799,HP:0000717,Autism
1,11,C0159047,Symbolic dysfunction,impaired social interactions,0.08841124656293886,HP:0000735,Impaired social interactions
1,11,C3161331,Unspecified intellectual disabilities, intellectual disabilities,0.04970684819140136,HP:0001249,Intellectual disability
1,11,C0038273,Stereotypic Movement Disorder,,0.02620966855290042,HP:0000733,Stereotypic behavior
1,11,C0271468,Eustachian tube disorder,eustachian tube disorder,0.025162882866654735,HP:0040115,Abnormality of the Eustachian tube
1,11,C0021092,Impacted cerumen,,0.023745189404625763,HP:0030788,Impacted cerumen
1,11,C0236826,Developmental expressive language disorder,expressive language delay,0.021294572406351502,HP:0002474,Expressive language delay
1,11,C1384666,hearing impairment,,0.01948710903032633,HP:0000365,Hearing impairment
1,11,C0158619,Congenital insufficiency of mitral valve,insufficiency of mitral valve,0.013821714970935562,HP:0001653,Mitral regurgitation
1,11,C0155546,Middle ear conductive hearing loss,middle ear conductive hearing loss,0.011632485427875469,HP:0000405,Conductive hearing impairment
1,11,C0154246,"Urea Cycle Disorders, Inborn","urea cycle disorders, inborn",0.011178028171887941,HP:0001939,Abnormality of metabolism/homeostasis
1,11,C0158617,Congenital insufficiency of aortic valve,congenital insufficiency of aortic valve,0.009282126424638078,HP:0001646,Abnormality of the aortic valve
1,11,C0155422,"Chronic serous otitis media, simple or unspecified","chronic serous otitis media, simple or ",0.008192168507306039,,
1,11,C0003811,Cardiac Arrhythmia,,0.008066294828641225,HP:0011675,Arrhythmia
1,11,C0037317,Sleep disturbances,,0.007915789479582698,HP:0002360,Sleep disturbance
1,11,C0004352,Autistic Disorder,,0.007822480423081075,HP:0000717,Autism
1,11,C0029581,Other disease of nasal cavity and sinuses, disease of nasal cavity and sinuses,0.007185454724975657,HP:0000366,Abnormality of the nose
1,11,C0477458,Other specified hearing loss, specified hearing loss,0.006713231888093143,HP:0000365,Hearing impairment
1,11,C0149825,Hypertrophy of adenoids,abnormal size nasopharyngeal adenoids,0.006502459774154691,HP:3000033,Abnormality of nasopharyngeal adenoids
1,11,C0340629,Aortic aneurysm without mention of rupture NOS,aortic aneurysm ,0.005745899677380591,HP:0004942,Aortic aneurysm
1,11,C1455742,Chronic mucoid otitis media,chronic mucoid otitis media,0.003258430156479103,,
1,11,C0155427,Other and unspecified chronic nonsuppurative otitis media, and  chronic nonsuppurative otitis media,0.0031433953597972113,HP:0000389,Chronic otitis media
1,11,C0158618,Congenital stenosis of mitral valve,,0.0029541397675743293,HP:0011570,Congenital mitral stenosis
1,11,C0478100,Other deletions from the autosomes, deletions from the autosomes,0.002770474120959135,,
1,11,C0020490,Hyperopia,,0.002593790521632633,HP:0000540,Hypermetropia
1,11,C0029608,Other endocardial cushion defects, endocardial cushion defects,0.0024664592083045705,HP:0006695,Atrioventricular canal defect
1,11,C0375546,undiagnosed heart murmur,undiagnosed heart murmur,0.002014241460622416,HP:0030148,Heart murmur
1,11,C0007194,Hypertrophic Cardiomyopathy,,0.002010409711028807,HP:0001639,Hypertrophic cardiomyopathy
1,11,C0920296,Developmental reading disorder,developmental reading disorder,0.0018959120390522931,,
1,11,C0018777,Conductive hearing loss,,0.0017843635213390906,HP:0000405,Conductive hearing impairment
1,11,C0029882,Otitis Media,,0.0016842373528898951,HP:0000388,Otitis media
1,11,C0036529,"Myocardial Diseases, Secondary","myocardial diseases, secondary",0.0016761305325269657,,
1,11,C0010200,Coughing,,0.0016411418879952785,HP:0012735,Cough
1,11,C0014116,Endocardial Cushion Defects,endocardial cushion defects,0.0015217378269584128,HP:0006695,Atrioventricular canal defect
1,11,C0008711,Chronic rhinitis,,0.0014935569558933832,HP:0002257,Chronic rhinitis
1,11,C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site, viral infection in conditions classified elsewhere and of  site,0.0014811497300458746,HP:0002719,Recurrent infections
1,11,C0010520,Cyanosis,,0.0013696318917376285,HP:0000961,Cyanosis
1,11,C0152417,Congenital stenosis of aortic valve,congenital stenosis of aortic valve,0.0013694454147176582,,
1,11,C0478000,Other congenital malformations of aorta, congenital malformations of aorta,0.001369067751918284,HP:0030680,Abnormality of cardiovascular system morphology
1,11,C0395861,Acute suppurative otitis media without spontaneous rupture of ear drum,acute suppurative otitis media ,0.0013130835992664566,HP:0000403,Recurrent otitis media
1,11,C0302467,Congenital anomaly of aorta,congenital anomaly of aorta,0.00121823227395225,HP:0030680,Abnormality of cardiovascular system morphology
1,11,C0158621,Congenital subaortic stenosis,congenital subaortic stenosis,0.001154178606879647,,
1,12,C0154446,"Infantile autism, current or active state"," autism, ",0.5999623657509638,HP:0000717,Autism
1,12,C3161331,Unspecified intellectual disabilities, intellectual disabilities,0.05374609068111109,HP:0001249,Intellectual disability
1,12,C0038273,Stereotypic Movement Disorder,,0.0344991646712876,HP:0000733,Stereotypic behavior
1,12,C0021092,Impacted cerumen,,0.014870376094498419,HP:0030788,Impacted cerumen
1,12,C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site, viral infection in conditions classified elsewhere and of  site,0.01106931005814954,HP:0002719,Recurrent infections
1,12,C0003811,Cardiac Arrhythmia,,0.00985641425940493,HP:0011675,Arrhythmia
1,12,C0037317,Sleep disturbances,,0.009825038821971978,HP:0002360,Sleep disturbance
1,12,C0264222,Acute upper respiratory infection,acute respiratory tract infection,0.009115987240139636,HP:0011948,Acute respiratory tract infection
1,12,C0029882,Otitis Media,,0.009072079120387018,HP:0000388,Otitis media
1,12,C1384666,hearing impairment,,0.00833468424901453,HP:0000365,Hearing impairment
1,12,C0424605,Developmental delay (disorder),developmental delay (disorder),0.006224084028702363,HP:0001263,Global developmental delay
1,12,C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.00606646100912781,HP:0004370,Abnormality of temperature regulation
1,12,C0038436,Post-Traumatic Stress Disorder,post-traumatic stress disorder,0.006046863197848177,,
1,12,C0490048,Vesicoureteral reflux unspecified or without reflux nephropathy,vesicoureteral reflux  or ,0.0051296630899097286,HP:0000076,Vesicoureteral reflux
1,12,C0010200,Coughing,,0.004904444681405005,HP:0012735,Cough
1,12,C1455742,Chronic mucoid otitis media,chronic mucoid otitis media,0.0028018615738355426,,
1,12,C2607914,Allergic rhinitis (disorder),,0.0024399721011904778,HP:0003193,Allergic rhinitis
1,12,C0395861,Acute suppurative otitis media without spontaneous rupture of ear drum,acute suppurative otitis media ,0.002355004796532933,HP:0000403,Recurrent otitis media
1,12,C0004106,Astigmatism,,0.0021625093474016755,HP:0000483,Astigmatism
1,12,C0949135,Other constipation, constipation,0.002010734940530648,HP:0002019,Constipation
1,12,C1456434,Episodic mood disorder, depression,0.0020045877252428505,HP:0000716,Depression
1,12,C0392549,Infantile cerebral palsy, cerebral palsy,0.0016580244387149933,HP:0100021,Cerebral palsy
1,12,C1691215,Penile hypospadias,,0.001652020122522358,HP:0003244,Penile hypospadias
1,12,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.0015579557113413777,HP:0000750,Delayed speech and language development
1,12,C0040188,Tic disorder,tic disorder,0.0013825193386580665,HP:0100033,Tics
1,12,C0158489,Acquired clubfoot,acquired clubfoot,0.0011640490583864304,HP:0001762,Talipes equinovarus
1,13,C0154446,"Infantile autism, current or active state"," autism, ",0.408156567513122,HP:0000717,Autism
1,13,C0700613,Anxiety state,anxiety,0.13375753285514835,HP:0000739,Anxiety
1,13,C3161331,Unspecified intellectual disabilities, intellectual disabilities,0.06763524825423996,HP:0001249,Intellectual disability
1,13,C0424605,Developmental delay (disorder),developmental delay (disorder),0.049716215489775055,HP:0001263,Global developmental delay
1,13,C0038273,Stereotypic Movement Disorder,,0.0354150089976143,HP:0000733,Stereotypic behavior
1,13,C0490011,Other convulsions, convulsions,0.03460855834515993,HP:0001250,Seizures
1,13,C0003811,Cardiac Arrhythmia,,0.019876328520107157,HP:0011675,Arrhythmia
1,13,C0003537,Aphasia,,0.013228923421496728,HP:0002381,Aphasia
1,13,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.011111977034997883,HP:0000750,Delayed speech and language development
1,13,C0154453,"Unspecified childhood psychosis, current or active state"," psychosis, ",0.01108746300145371,HP:0000709,Psychosis
1,13,C2607914,Allergic rhinitis (disorder),,0.010651612754850479,HP:0003193,Allergic rhinitis
1,13,C0520966,Abnormal coordination,,0.010536916057426817,HP:0002311,Incoordination
1,13,C1384666,hearing impairment,,0.00870687012473532,HP:0000365,Hearing impairment
1,13,C0159047,Symbolic dysfunction,impaired social interactions,0.007265609475996936,HP:0000735,Impaired social interactions
1,13,C1456302,Unspecified transient mental disorder in conditions classified elsewhere, transient mental disorder in conditions classified elsewhere,0.006041483280275975,,
1,13,C0011757,Developmental Coordination Disorder,motor delay,0.00547537976922897,HP:0001270,Motor delay
1,13,C0338982,Other specific developmental learning difficulties, specific developmental learning difficulties,0.00531016193018439,HP:0001263,Global developmental delay
1,13,C0478100,Other deletions from the autosomes, deletions from the autosomes,0.005072937497532206,,
1,13,C0154721,"Epilepsy, unspecified, without mention of intractable epilepsy","epilepsy, , ",0.00464221308225061,HP:0001250,Seizures
1,13,C0302371,"Other and unspecified special symptoms or syndromes, NEC in ICD9CM_2014"," and  special symptoms or syndromes,",0.004580930298567208,HP:0000708,Behavioral abnormality
1,13,C0004106,Astigmatism,,0.004076626057785265,HP:0000483,Astigmatism
1,13,C0020490,Hyperopia,,0.003913957229947134,HP:0000540,Hypermetropia
1,13,C1456428,Unspecified persistent mental disorders due to conditions classified elsewhere, persistent mental disorders due to conditions classified elsewhere,0.0037647559327398245,,
1,13,C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.0030688781703146085,HP:0004370,Abnormality of temperature regulation
1,13,C0036529,"Myocardial Diseases, Secondary","myocardial diseases, secondary",0.0030393424622618607,,
1,13,C0159099,Nonspecific abnormal electroencephalogram (EEG),nonspecific abnormal electroencephalogram (eeg),0.002949999966007052,HP:0002353,EEG abnormality
1,13,C0021092,Impacted cerumen,,0.0028752961197524665,HP:0030788,Impacted cerumen
1,13,C0154714,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.00276428884343529,,
1,13,C0037317,Sleep disturbances,,0.002721251567023787,HP:0002360,Sleep disturbance
1,13,C0158712,Congenital musculoskeletal deformities of spine,congenital musculoskeletal deformities of spine,0.002719112914326479,HP:0000925,Abnormality of the vertebral column
1,13,C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.0026820044004874795,HP:0030680,Abnormality of cardiovascular system morphology
1,13,C0159135,Other abnormal clinical findings, abnormal clinical findings,0.0018179320173797127,HP:0000707,Abnormality of the nervous system
1,13,C0158489,Acquired clubfoot,acquired clubfoot,0.0011527566003315319,HP:0001762,Talipes equinovarus
1,14,C0700613,Anxiety state,anxiety,0.33483558348927417,HP:0000739,Anxiety
1,14,C0154453,"Unspecified childhood psychosis, current or active state"," psychosis, ",0.18295336616511537,HP:0000709,Psychosis
1,14,C0271468,Eustachian tube disorder,eustachian tube disorder,0.03871350417173421,HP:0040115,Abnormality of the Eustachian tube
1,14,C0520966,Abnormal coordination,,0.033646953876257456,HP:0002311,Incoordination
1,14,C0746674,Generalized muscle weakness,,0.033221657343779985,HP:0003324,Generalized muscle weakness
1,14,C0040517,Gilles de la Tourette syndrome,gilles de la tourette syndrome,0.022840232107684738,,
1,14,C0155546,Middle ear conductive hearing loss,middle ear conductive hearing loss,0.022840025994745394,HP:0000405,Conductive hearing impairment
1,14,C0270805,Hemiplegic cerebral palsy,hemiplegic cerebral palsy,0.01739141485095775,HP:0100021,Cerebral palsy
1,14,C0007194,Hypertrophic Cardiomyopathy,,0.01102575076715805,HP:0001639,Hypertrophic cardiomyopathy
1,14,C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.010820875155999082,HP:0030680,Abnormality of cardiovascular system morphology
1,14,C0424605,Developmental delay (disorder),developmental delay (disorder),0.008190489144941993,HP:0001263,Global developmental delay
1,14,C1384666,hearing impairment,,0.007235089435645428,HP:0000365,Hearing impairment
1,14,C0156109,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)","inguinal hernia, ",0.007128061974848894,HP:0000023,Inguinal hernia
1,14,C0009592,Compression of brain,compression of brain,0.007120788225491552,HP:0012443,Abnormality of brain morphology
1,14,C0040188,Tic disorder,tic disorder,0.006595707926903615,HP:0100033,Tics
1,14,C0338982,Other specific developmental learning difficulties, specific developmental learning difficulties,0.006315954605774038,HP:0001263,Global developmental delay
1,14,C0029882,Otitis Media,,0.0054789905294095895,HP:0000388,Otitis media
1,14,C0575081,Gait abnormality,,0.005007869130789624,HP:0001288,Gait disturbance
1,14,C0003811,Cardiac Arrhythmia,,0.004944388128619385,HP:0011675,Arrhythmia
1,14,C0155422,"Chronic serous otitis media, simple or unspecified","chronic serous otitis media, simple or ",0.004719315967255991,,
1,14,C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.004152530566783816,HP:0004370,Abnormality of temperature regulation
1,14,C0375218,"Hemiplegia, unspecified affecting unspecified side","hemiplegia,  affecting  side",0.0034164934523184527,HP:0012638,Abnormality of nervous system physiology
1,14,C0013415,Dysthymic Disorder,dysthymic disorder,0.0031902692585190464,HP:0000716,Depression
1,14,C0008711,Chronic rhinitis,,0.003060498882702591,HP:0002257,Chronic rhinitis
1,14,C1691215,Penile hypospadias,,0.0030370046519739547,HP:0003244,Penile hypospadias
1,14,C0695252,Other malaise and fatigue, malaise and fatigue,0.002993923655172677,,
1,14,C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site, viral infection in conditions classified elsewhere and of  site,0.0024809683838990628,HP:0002719,Recurrent infections
1,14,C0348719,Other dental caries, dental caries,0.0024269099392870675,HP:0000670,Carious teeth
1,14,C0154451,"Other specified pervasive developmental disorders, current or active state"," specified pervasive developmental disorders, ",0.002281269048175267,HP:0000729,Autistic behavior
1,14,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.0018438576135802788,HP:0001263,Global developmental delay
1,14,C0159135,Other abnormal clinical findings, abnormal clinical findings,0.0017318384854474284,HP:0000707,Abnormality of the nervous system
1,14,C0158712,Congenital musculoskeletal deformities of spine,congenital musculoskeletal deformities of spine,0.0017108566381841604,HP:0000925,Abnormality of the vertebral column
1,14,C0236826,Developmental expressive language disorder,expressive language delay,0.0015749136064704627,HP:0002474,Expressive language delay
1,14,C1301937,Talipes,,0.0014425379354833928,HP:0001883,Talipes
1,14,C0155886,"Asthma, unspecified type, without mention of status asthmaticus","asthma,  type, ",0.0013940074300898674,HP:0002099,Asthma
1,14,C0036529,"Myocardial Diseases, Secondary","myocardial diseases, secondary",0.0013693702331635438,,
1,14,C0154446,"Infantile autism, current or active state"," autism, ",0.0011277150669090645,HP:0000717,Autism
1,14,C0014877,Esotropia,,0.0010312093215177577,HP:0000565,Esotropia
2,0,C0017168,Gastroesophageal reflux disease,,0.16120288650926953,HP:0002020,Gastroesophageal reflux
2,0,C0699815,Feeding difficulties and mismanagement,feeding difficulties and mismanagement,0.11484944991952485,HP:0011968,Feeding difficulties
2,0,C0011168,Deglutition Disorders,,0.044802772903662524,HP:0002015,Dysphagia
2,0,C0728950,Vomiting alone,vomiting alone,0.04269011418084453,HP:0002013,Vomiting
2,0,C0015544,Failure to Thrive,failure to thrive,0.03751864239219569,HP:0001508,Failure to thrive
2,0,C1691215,Penile hypospadias,,0.03617494216820334,HP:0003244,Penile hypospadias
