topic,time,cui,cui_name,curated_nameprob,hpo,hpo_name
0,12,C0001344,Acute pharyngitis,acute pharyngitis,0.004813300293764373,HP:0012649,Increased inflammatory response
0,12,C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.00466268203379839,HP:0030680,Abnormality of cardiovascular system morphology
0,12,C0338984,Residual infantile autism,residual  autism,0.004631513683438633,HP:0000729,Autistic behavior
0,12,C0343642,"Viral warts, unspecified","viral warts, ",0.004553064808651568,HP:0200043,Verrucae
0,12,C0302371,"Other and unspecified special symptoms or syndromes, NEC in ICD9CM_2014"," and  special symptoms or syndromes,",0.004469236517494469,HP:0000708,Behavioral abnormality
0,12,C0490011,Other convulsions, convulsions,0.00442343214231236,HP:0001250,Seizures
0,12,C0037317,Sleep disturbances,,0.004333056878508698,HP:0002360,Sleep disturbance
0,12,C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site, viral infection in conditions classified elsewhere and of  site,0.004314754960887472,HP:0002719,Recurrent infections
0,12,C2607914,Allergic rhinitis (disorder),,0.004059116753377606,HP:0003193,Allergic rhinitis
0,12,C1384666,hearing impairment,,0.0039033068573394226,HP:0000365,Hearing impairment
0,12,C0154411,Moderate recurrent major depression,moderate recurrent major depression,0.003819456695001617,,
0,12,C0477972,Other specified congenital malformations of brain,phenotypic abnormality of brain,0.003756661485112671,HP:0012443,Abnormality of brain morphology
0,12,C0027092,Myopia,,0.0037034200837886846,HP:0000545,Myopia
0,12,C0007570,Celiac Disease,,0.0032945209334256597,HP:0012538,Gluten intolerance
0,12,C0700625,"Allergy, unspecified, NEC in ICD9CM","allergy, ,",0.0032610320367208027,HP:0012393,Allergy
0,12,C0021122,"Disruptive, Impulse Control, and Conduct Disorders","disruptive, impulse control, and oppositional defiant disorders",0.0031015485653723006,,
0,12,C0494843,Ingestion dermatitis due to food,ingestion dermatitis due to food,0.0028754349234536036,,
0,12,C0424605,Developmental delay (disorder),developmental delay (disorder),0.0028337098650446117,HP:0001263,Global developmental delay
0,12,C0348483,Other disorders of aromatic amino-acid metabolism, disorders of aromatic amino-acid metabolism,0.002824760536119904,HP:0004337,Abnormality of amino acid metabolism
0,12,C0003811,Cardiac Arrhythmia,,0.002775181683878597,HP:0011675,Arrhythmia
0,12,C0154634,Mixed development disorder,neurodevelopmental delay,0.0027208665883841315,HP:0012758,Neurodevelopmental delay
0,12,C0375189,"Undersocialized conduct disorder, aggressive type, unspecified","undersocialized oppositional defiant disorder, aggressive type, ",0.002715022677929014,,
0,12,C0021051,Immunologic Deficiency Syndromes,,0.0025603430145871267,HP:0002721,Immunodeficiency
0,12,C0029581,Other disease of nasal cavity and sinuses, disease of nasal cavity and sinuses,0.0025328554456130396,HP:0000366,Abnormality of the nose
0,12,C0375554,Other urinary incontinence, urinary incontinence,0.0024385729222938133,HP:0000020,Urinary incontinence
0,12,C0011991,Diarrhea,,0.002405904146492395,HP:0002014,Diarrhea
0,12,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.0023120514306379913,HP:0001263,Global developmental delay
0,12,C0020490,Hyperopia,,0.0022271398736972304,HP:0000540,Hypermetropia
0,12,C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.0021343479190211686,HP:0004370,Abnormality of temperature regulation
0,12,C0149512,Acute sinusitis,,0.0021315692637535726,HP:0000255,Acute sinusitis
0,12,C0520966,Abnormal coordination,,0.0020540215124946627,HP:0002311,Incoordination
0,12,C0029592,Other disorders of menstruation and other abnormal bleeding from female genital tract, disorders of menstruation and  abnormal bleeding from female genital tract,0.002034495747468539,HP:0012243,Abnormal genital system morphology
0,12,C1456275,disorder of mitochondrial metabolism,disorder of mitochondrial metabolism,0.0020156222078088473,HP:0003287,Abnormality of mitochondrial metabolism
0,12,C0021355,Infective otitis externa,infective otitis externa,0.001997616042659575,HP:0000388,Otitis media
0,12,C0029882,Otitis Media,,0.001978605837350928,HP:0000388,Otitis media
0,12,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.001906947066003795,HP:0000750,Delayed speech and language development
0,12,C0008031,Chest Pain,,0.0018405091995280167,HP:0100749,Chest pain
0,12,C0406047,Local infection skin/subcut tissue NOS,local infection skin/subcut tissue nos,0.001832421880424801,,
0,12,C0031873,Pica Disease,,0.001828635550569457,HP:0011856,Pica
0,12,C0264133,Acquired flat foot,acquired flat foot,0.0018138590497831493,HP:0001763,Pes planus
0,12,C0015230,Exanthema,,0.0017762802694334756,HP:0000988,Skin rash
0,12,C0013456,Earache,,0.001757374639932094,HP:0030766,Ear pain
0,12,C0016665,"Fractures, Ununited","fractures, ununited",0.0017371786600592898,HP:0002757,Recurrent fractures
0,12,C0009447,Common Variable Immunodeficiency,immunodeficiency,0.001737065566576594,HP:0002721,Immunodeficiency
0,12,C0869256,Mixed urinary incontinence,mixed urinary incontinence,0.0016855097720435567,HP:0000020,Urinary incontinence
0,12,C1411876,Developmental arithmetic disorder,,0.0016349379215403628,HP:0002442,Dyscalculia
0,12,C0150045,Urge Incontinence,urge incontinence,0.0016256158560818247,HP:0000020,Urinary incontinence
0,12,C0549397,Deviated nasal septum,,0.0015836429601310909,HP:0004411,Deviated nasal septum
0,12,C0478071,"Other congenital malformations of lower limb(s), including pelvic girdle"," congenital malformations of lower limb(s), including pelvic girdle",0.001581271837833763,HP:0002644,Abnormality of pelvic girdle bone morphology
0,12,C0154635,Other specified delays in development, specified delays in development,0.001553154291720706,HP:0001263,Global developmental delay
0,12,C0221540,Other alteration of consciousness, alteration of consciousness,0.00151342081674413,HP:0004372,Reduced consciousness/confusion
0,12,C0038824,Superficial injury of cornea,superficial injury of cornea,0.0015129291018771702,HP:0004328,Abnormality of the anterior segment of the globe
0,12,C0029713,Other preterm infants, preterm infants,0.0015122592453005808,,
0,12,C0158277,"Other and unspecified disc disorder, thoracic region"," and  disc disorder, thoracic region",0.001462575184598464,,
0,12,C0004610,Bacteremia,bacteremia,0.001457338487689103,HP:0010978,Abnormality of immune system physiology
0,12,C0375239,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus","migraine, , ",0.0014484299575953862,HP:0002076,Migraine
0,12,C1456428,Unspecified persistent mental disorders due to conditions classified elsewhere, persistent mental disorders due to conditions classified elsewhere,0.0014241705919543,,
0,12,C0154715,"Infantile spasms, without mention of intractable epilepsy"," spasms, ",0.0013403392309713348,HP:0004305,Involuntary movements
0,12,C0494831,Other atopic dermatitis, atopic dermatitis,0.0013080831921946424,HP:0001047,Atopic dermatitis
0,12,C0497406,Overweight,overweight,0.001298106828828951,HP:0004323,Abnormality of body weight
0,12,C0221539,Transient alteration of awareness,transient alteration of awareness,0.0012797556755701756,,
0,12,C1321898,Blood in stool,blood in stool,0.0012247269820732662,HP:0012701,Bowel urgency
0,12,C0038218,Status Asthmaticus,,0.0011983174699654819,HP:0012653,Status Asthmaticus
0,12,C1112693,"Generalized non-convulsive epilepsy, with intractable epilepsy","generalized non-convulsive epilepsy, ",0.0011979356739440705,HP:0002197,Generalized seizures
0,12,C0155537,Impaired auditory discrimination,impaired auditory discrimination,0.001197544408100686,HP:0000364,Hearing abnormality
0,12,C0348737,Other ulcerative colitis, ulcerative colitis,0.001147430687143914,HP:0100279,Ulcerative colitis
0,12,C0520556,Pilonidal cyst without abscess,pilonidal cyst ,0.00114741140938733,HP:0010769,Pilonidal sinus
0,12,C0032460,Polycystic Ovary Syndrome,,0.001147058803508157,HP:0000147,Polycystic ovaries
0,12,C0008711,Chronic rhinitis,,0.001146532613551404,HP:0002257,Chronic rhinitis
0,12,C0271446,Non-suppurative otitis media,non-suppurative otitis media,0.00114649623381678,HP:0000403,Recurrent otitis media
0,12,C0156081,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage"," gastritis and gastroduodenitis, ",0.001144374119970137,HP:0005263,Gastritis
0,12,C0302397,"Other hamartoses, not elsewhere classified"," hamartoses, not elsewhere classified",0.0011074798489596142,,
0,12,C0154452,"Other specified pervasive developmental disorders, residual state"," specified pervasive developmental disorders, ",0.0010903699075761827,HP:0000729,Autistic behavior
0,12,C0153986,Benign neoplasm of scalp and skin of neck,benign neoplasm of scalp and skin of neck,0.0010761745067627288,HP:0008069,Neoplasm of the skin
0,12,C0494574,"Hypertensive renal disease, unspecified, without mention of renal failure","hypertensive renal disease, , ",0.001066846830609174,HP:0012622,Chronic kidney disease
0,12,C0270307,Overanxious disorder of childhood,anxiety of ,0.0010251249238655952,HP:0000739,Anxiety
0,12,C1561639,"Chronic kidney disease, stage 2 (mild)","chronic kidney disease, stage 2 (mild)",0.0010245859005468864,,
0,12,C0392440,Acquired acanthosis nigricans,acquired acanthosis nigricans,0.0010171002778179786,HP:0000956,Acanthosis nigricans
0,12,C0009324,Ulcerative Colitis,,0.0010051373678451614,HP:0100279,Ulcerative colitis
0,13,C0154446,"Infantile autism, current or active state"," autism, ",0.19871138505427266,HP:0000717,Autism
0,13,C0490011,Other convulsions, convulsions,0.054185241960386175,HP:0001250,Seizures
0,13,C3161331,Unspecified intellectual disabilities, intellectual disabilities,0.03481157549189815,HP:0001249,Intellectual disability
0,13,C0154709,"Generalized convulsive epilepsy, without mention of intractable epilepsy","generalized convulsive epilepsy, ",0.027844547897589254,HP:0002197,Generalized seizures
0,13,C0154721,"Epilepsy, unspecified, without mention of intractable epilepsy","epilepsy, , ",0.02094589682412688,HP:0001250,Seizures
0,13,C0154634,Mixed development disorder,neurodevelopmental delay,0.017137817821540793,HP:0012758,Neurodevelopmental delay
0,13,C1306246,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.01635327807533073,,
0,13,C0038273,Stereotypic Movement Disorder,,0.013627143707986131,HP:0000733,Stereotypic behavior
0,13,C0154453,"Unspecified childhood psychosis, current or active state"," psychosis, ",0.011860565939295497,HP:0000709,Psychosis
0,13,C0159047,Symbolic dysfunction,impaired social interactions,0.01129840236887202,HP:0000735,Impaired social interactions
0,13,C0154710,"Generalized convulsive epilepsy, with intractable epilepsy","generalized convulsive epilepsy, ",0.009340030951391905,HP:0002197,Generalized seizures
0,13,C0149654,Conduct Disorder,oppositional defiant disorder,0.008686309609069008,HP:0010865,Oppositional defiant disorder
0,13,C0424605,Developmental delay (disorder),developmental delay (disorder),0.008388243777484502,HP:0001263,Global developmental delay
0,13,C0154714,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.008218785069065202,,
0,13,C1384666,hearing impairment,,0.00816247916507878,HP:0000365,Hearing impairment
0,13,C0030196,Pain in limb,,0.007279897534719438,HP:0009763,Limb pain
0,13,C0477972,Other specified congenital malformations of brain,phenotypic abnormality of brain,0.006677916261924506,HP:0012443,Abnormality of brain morphology
0,13,C0029512,Other and unspecified noninfectious gastroenteritis and colitis,gastrointestinal inflammation,0.006593532456504959,HP:0004386,Gastrointestinal inflammation
0,13,C0154713,"Partial epilepsy, with impairment of consciousness, with intractable epilepsy"," epilepsy, ",0.006522206410437288,HP:0001250,Seizures
0,13,C0476241,Delayed developmental milestones,delayed developmental milestones,0.006152748934345169,HP:0001263,Global developmental delay
0,13,C0003537,Aphasia,,0.006149723356171842,HP:0002381,Aphasia
0,13,C0011757,Developmental Coordination Disorder,motor delay,0.005734999061026833,HP:0001270,Motor delay
0,13,C0029549,Other conditions due to autosomal anomalies, conditions due to autosomal anomalies,0.005712223826381976,,
0,13,C0678202,Regional enteritis,regional enteritis,0.004942131591300722,HP:0002242,Abnormality of the intestine
0,13,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.004620264396568503,HP:0001263,Global developmental delay
0,13,C1456275,disorder of mitochondrial metabolism,disorder of mitochondrial metabolism,0.004490239510984084,HP:0003287,Abnormality of mitochondrial metabolism
0,13,C0435569,Closed supracondylar fracture of humerus,closed supracondylar fracture of humerus,0.004309079800901334,HP:0003063,Abnormality of the humerus
0,13,C0349588,Short stature,,0.0041797163005176914,HP:0004322,Short stature
0,13,C0021122,"Disruptive, Impulse Control, and Conduct Disorders","disruptive, impulse control, and oppositional defiant disorders",0.0041354735496533885,,
0,13,C0154720,"Other forms of epilepsy and recurrent seizures, with intractable epilepsy"," forms of epilepsy and recurrent seizures, ",0.004078719888901267,HP:0002197,Generalized seizures
0,13,C0021776,Intermittent Explosive Disorder,intermittent explosive disorder,0.004049847661761869,,
0,13,C0004106,Astigmatism,,0.003958188031134548,HP:0000483,Astigmatism
0,13,C0000737,Abdominal Pain,,0.003776885813134201,HP:0002027,Abdominal pain
0,13,C0020490,Hyperopia,,0.003467547934797793,HP:0000540,Hypermetropia
0,13,C0009324,Ulcerative Colitis,,0.0029573287349460658,HP:0100279,Ulcerative colitis
0,13,C0236826,Developmental expressive language disorder,expressive language delay,0.002934414209084848,HP:0002474,Expressive language delay
0,13,C0495615,Congenital abnormality of skull and face bones,congenital abnormality of skull and face bones,0.002905508362474746,HP:0000929,Abnormality of the skull
0,13,C0042024,Urinary Incontinence,,0.002797172244590741,HP:0000020,Urinary incontinence
0,13,C0014877,Esotropia,,0.0027910890041716392,HP:0000565,Esotropia
0,13,C0021092,Impacted cerumen,,0.0027685030701172053,HP:0030788,Impacted cerumen
0,13,C0016667,Fragile X Syndrome,fragile x syndrome,0.0027546191164216764,,
0,13,C0159135,Other abnormal clinical findings, abnormal clinical findings,0.0027429577207445164,HP:0000707,Abnormality of the nervous system
0,13,C0027092,Myopia,,0.0027206686992871346,HP:0000545,Myopia
0,13,C0338984,Residual infantile autism,residual  autism,0.00266574330966874,HP:0000729,Autistic behavior
0,13,C0236827,Mixed receptive-expressive language disorder,language delay,0.0024921436639256194,HP:0000750,Delayed speech and language development
0,13,C0085584,Encephalopathies,,0.0024673009758401803,HP:0001298,Encephalopathy
0,13,C0002453,Amenorrhea,amenorrhea,0.002432656509284673,HP:0000141,Amenorrhea
0,13,C0155336,Esotropia with accommodative compensation,esotropia ,0.00234312558414329,HP:0000565,Esotropia
0,13,C0154722,"Epilepsy, unspecified, with intractable epilepsy","epilepsy, , ",0.0022531700193295506,HP:0001250,Seizures
0,13,C0267383,Regional ileocolitis,regional ileocolitis,0.0021223357139042403,HP:0100280,Crohn's disease
0,13,C0036689,Streptococcal sore throat,streptococcal sore throat,0.0021209154343053804,,
0,13,C0375193,Other conduct disorders, oppositional defiant disorders,0.0020834480429429425,HP:0010865,Oppositional defiant disorder
0,13,C0158493,Acquired cavovarus deformity of foot,acquired cavovarus deformity of foot,0.0020074288922354478,,
0,13,C0477992,Other specified congenital malformations of face and neck,phenotypic abnormality of face and neck,0.0019672235337705227,HP:0000464,Abnormality of the neck
0,13,C0007570,Celiac Disease,,0.0019635542713440355,HP:0012538,Gluten intolerance
0,13,C0152212,Intermittent alternating esotropia,intermittent alternating esotropia,0.0019496485180483187,HP:0001137,Alternating esotropia
0,13,C0154635,Other specified delays in development, specified delays in development,0.0019259096954839555,HP:0001263,Global developmental delay
0,13,C0152214,Intermittent alternating exotropia,intermittent alternating exotropia,0.001897322382422298,HP:0000577,Exotropia
0,13,C0029543,Other chronic allergic conjunctivitis, chronic allergic conjunctivitis,0.0018909210813003046,HP:0007879,Allergic conjunctivitis
0,13,C2607914,Allergic rhinitis (disorder),,0.0018892534412774397,HP:0003193,Allergic rhinitis
0,13,C0375189,"Undersocialized conduct disorder, aggressive type, unspecified","undersocialized oppositional defiant disorder, aggressive type, ",0.0017531759563749639,,
0,13,C0868777,Persistent disorder of initiating or maintaining sleep,persistent disorder of initiating or maintaining sleep,0.0017160618154002862,HP:0002360,Sleep disturbance
0,13,C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.001712067058838907,HP:0030680,Abnormality of cardiovascular system morphology
0,13,C0392477,Congenital flat foot,congenital flat foot,0.001690976229914121,HP:0001838,Rocker bottom foot
0,13,C0020676,Hypothyroidism,,0.001675750494385956,HP:0000821,Hypothyroidism
0,13,C0478100,Other deletions from the autosomes, deletions from the autosomes,0.0016623954536763162,,
0,13,C0028768,Obsessive-Compulsive Disorder,obsessive-compulsive disorder,0.0016300678279390155,HP:0000722,Obsessive-compulsive behavior
0,13,C0154695,Diplegic Infantile Cerebral Palsy,diplegic  cerebral palsy,0.001598983967918356,HP:0100021,Cerebral palsy
0,13,C0158488,Other acquired deformities of ankle and foot, acquired deformities of ankle and foot,0.0015442048414064642,,
0,13,C0375487,"Contact dermatitis and other eczema, unspecified cause","contact dermatitis and  eczema,  cause",0.0015399134036122289,HP:0001047,Atopic dermatitis
0,13,C0236140,ECG abnormalities non-specific,ecg abnormalities non-specific,0.0015352288300983404,HP:0011675,Arrhythmia
0,13,C0151517,Complete atrioventricular block,,0.0014900601822795912,HP:0001709,Third degree atrioventricular block
0,13,C0018681,Headache,,0.001452155642384803,HP:0002315,Headache
0,13,C1282912,"Juvenile osteochondrosis of lower extremity, excluding foot","juvenile osteochondrosis of lower extremity, excluding foot",0.0014322654918160873,,
0,13,C0003862,Arthralgia,,0.0014306504209982529,HP:0002829,Arthralgia
0,13,C0338982,Other specific developmental learning difficulties, specific developmental learning difficulties,0.0014288112057301303,HP:0001263,Global developmental delay
0,13,C0156081,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage"," gastritis and gastroduodenitis, ",0.0014211390075968737,HP:0005263,Gastritis
0,13,C0520966,Abnormal coordination,,0.0014173079889874742,HP:0002311,Incoordination
0,13,C0085639,Falls,,0.0013813751689625777,HP:0002527,Falls
0,13,C0021099,Impetigo,impetigo,0.001349357702420547,HP:0100847,Palmoplantar pustulosis
0,13,C0494831,Other atopic dermatitis, atopic dermatitis,0.0013245605633820548,HP:0001047,Atopic dermatitis
0,13,C0869515,"Precocious sexual development and puberty, NEC in ICD9CM_2014","precocious puberty,",0.001322742583060619,HP:0000826,Precocious puberty
0,13,C0271411,Referred otalgia,referred otalgia,0.0012596382395736086,HP:0002315,Headache
0,13,C0155345,Convergence insufficiency or palsy,convergence insufficiency or palsy,0.0012589072017834553,,
0,13,C0154716,"Infantile spasms, with intractable epilepsy"," spasms, ",0.00125809329652406,HP:0004305,Involuntary movements
0,13,C0154633,Other developmental speech or language disorder, delayed speech or language disorder,0.0012414320549561395,HP:0000750,Delayed speech and language development
0,13,C1719452,sensory hearing loss of both ears,sensory hearing loss of both ears,0.0012227694524657557,HP:0000365,Hearing impairment
0,13,C0520679,"Sleep Apnea, Obstructive",,0.0011958503739910862,HP:0002870,Obstructive sleep apnea
0,13,C0001344,Acute pharyngitis,acute pharyngitis,0.001188514796115425,HP:0012649,Increased inflammatory response
0,13,C1719381,Other acquired torsion dystonia, acquired torsion dystonia,0.001172179020475502,HP:0001304,Torsion dystonia
0,13,C0028754,Obesity,,0.0011699406215919799,HP:0001513,Obesity
0,13,C0869499,"Delay in sexual development and puberty, NEC in ICD9CM_2014","delay in sexual development and puberty,",0.001160901470745714,HP:0008373,Puberty and gonadal disorders
0,13,C0497406,Overweight,overweight,0.0011439485375687515,HP:0004323,Abnormality of body weight
0,13,C0302371,"Other and unspecified special symptoms or syndromes, NEC in ICD9CM_2014"," and  special symptoms or syndromes,",0.0011429233768196273,HP:0000708,Behavioral abnormality
0,13,C0344553,Specified optic disc anomalies,specified optic disc anomalies,0.0010813850788129506,HP:0012795,Abnormality of the optic disc
0,13,C0004402,autosomal deletion syndrome,autosomal deletion syndrome,0.0010577214851028092,,
0,13,C0278061,Abnormal mental state,abnormal mental state,0.001053167282393279,HP:0012638,Abnormality of nervous system physiology
0,13,C0159036,Other symptoms involving nervous and musculoskeletal systems, symptoms involving nervous and musculoskeletal systems,0.0010342017778208965,HP:0000708,Behavioral abnormality
0,13,C0040433,Tooth Crowding,,0.0010187639464165406,HP:0000678,Dental crowding
0,13,C0153114,Unspecified viral infection in conditions classified elsewhere and of unspecified site, viral infection in conditions classified elsewhere and of  site,0.0010175528955766763,HP:0002719,Recurrent infections
0,13,C0344616,Congenitally corrected transposition of the great arteries,,0.0010009598663155367,HP:0011540,Congenitally corrected transposition of the great arteries
0,13,C0006131,Branchioma,,0.0010008876540903361,HP:0009796,Branchial cyst
0,14,C0154446,"Infantile autism, current or active state"," autism, ",0.17822748133980207,HP:0000717,Autism
0,14,C0700613,Anxiety state,anxiety,0.07153522651381831,HP:0000739,Anxiety
0,14,C0490011,Other convulsions, convulsions,0.054432508889441164,HP:0001250,Seizures
0,14,C1263846,Attention deficit hyperactivity disorder,,0.05414597958869357,HP:0007018,Attention deficit hyperactivity disorder
0,14,C0154709,"Generalized convulsive epilepsy, without mention of intractable epilepsy","generalized convulsive epilepsy, ",0.040457772655503765,HP:0002197,Generalized seizures
0,14,C0868892,"Depressive disorder, NEC in ICD9CM_2014","depressive disorder,",0.031060810358939435,HP:0000716,Depression
0,14,C0154721,"Epilepsy, unspecified, without mention of intractable epilepsy","epilepsy, , ",0.026398706204999955,HP:0001250,Seizures
0,14,C3161331,Unspecified intellectual disabilities, intellectual disabilities,0.02512536755640505,HP:0001249,Intellectual disability
0,14,C0154453,"Unspecified childhood psychosis, current or active state"," psychosis, ",0.02015356064582644,HP:0000709,Psychosis
0,14,C0154710,"Generalized convulsive epilepsy, with intractable epilepsy","generalized convulsive epilepsy, ",0.018469677979448946,HP:0002197,Generalized seizures
0,14,C0159047,Symbolic dysfunction,impaired social interactions,0.01683051842084429,HP:0000735,Impaired social interactions
0,14,C0038273,Stereotypic Movement Disorder,,0.016032185304364736,HP:0000733,Stereotypic behavior
0,14,C0424605,Developmental delay (disorder),developmental delay (disorder),0.015845435679468715,HP:0001263,Global developmental delay
0,14,C1306246,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.012189316622594775,,
0,14,C0154634,Mixed development disorder,neurodevelopmental delay,0.01047737902484152,HP:0012758,Neurodevelopmental delay
0,14,C0149654,Conduct Disorder,oppositional defiant disorder,0.00840284713200165,HP:0010865,Oppositional defiant disorder
0,14,C1456434,Episodic mood disorder, depression,0.008293275016296654,HP:0000716,Depression
0,14,C0477972,Other specified congenital malformations of brain,phenotypic abnormality of brain,0.008110057540362578,HP:0012443,Abnormality of brain morphology
0,14,C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",0.0070664059946075886,HP:0001263,Global developmental delay
0,14,C0154635,Other specified delays in development, specified delays in development,0.006979775503074152,HP:0001263,Global developmental delay
0,14,C0575081,Gait abnormality,,0.006811920652562389,HP:0001288,Gait disturbance
0,14,C0027092,Myopia,,0.006291720419685758,HP:0000545,Myopia
0,14,C0154713,"Partial epilepsy, with impairment of consciousness, with intractable epilepsy"," epilepsy, ",0.006152894697958615,HP:0001250,Seizures
0,14,C0338982,Other specific developmental learning difficulties, specific developmental learning difficulties,0.005498396618938965,HP:0001263,Global developmental delay
0,14,C2349438,"Migraine without aura, without mention of intractable migraine without mention of status migrainosus",migraine ,0.004629731237744225,HP:0002076,Migraine
0,14,C0375162,"Schizo-affective type schizophrenia, unspecified state"," schizophrenia,  state",0.004472306024508337,,
0,14,C0003123,Anorexia,,0.004233560060945717,HP:0002039,Anorexia
0,14,C0154722,"Epilepsy, unspecified, with intractable epilepsy","epilepsy, , ",0.004220294623819902,HP:0001250,Seizures
0,14,C0154714,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.004199027397847088,,
0,14,C0003811,Cardiac Arrhythmia,,0.004191493743781012,HP:0011675,Arrhythmia
0,14,C0155886,"Asthma, unspecified type, without mention of status asthmaticus","asthma,  type, ",0.0040135161792705125,HP:0002099,Asthma
0,14,C0154712,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with simple partial seizures, with intractable epilepsy", (focal) () epilepsy and epileptic syndromes ,0.003752887713516421,,
0,14,C0038436,Post-Traumatic Stress Disorder,post-traumatic stress disorder,0.0037017841259430837,,
0,14,C0158350,Tendon contracture,contracture,0.0036657202773079807,HP:0001371,Flexion contracture
0,14,C0375193,Other conduct disorders, oppositional defiant disorders,0.0032001143023459486,HP:0010865,Oppositional defiant disorder
0,14,C0029557,Other congenital deformity of hip (joint), congenital deformity of hip (joint),0.0029451705859591054,HP:0001384,Abnormality of the hip joint
0,14,C0021776,Intermittent Explosive Disorder,intermittent explosive disorder,0.002457242755697456,,
0,14,C0264133,Acquired flat foot,acquired flat foot,0.0023888137311928012,HP:0001763,Pes planus
0,14,C0003537,Aphasia,,0.002322870465536043,HP:0002381,Aphasia
0,14,C0040188,Tic disorder,tic disorder,0.002197145710333827,HP:0100033,Tics
0,14,C0028754,Obesity,,0.0020963474489158205,HP:0001513,Obesity
0,14,C0033975,Psychotic Disorders,,0.0020282251211774485,HP:0000709,Psychosis
0,14,C0236827,Mixed receptive-expressive language disorder,language delay,0.0019988059484304832,HP:0000750,Delayed speech and language development
0,14,C0009592,Compression of brain,compression of brain,0.0019273985385346605,HP:0012443,Abnormality of brain morphology
0,14,C0009763,Conjunctivitis,,0.0018467440538312615,HP:0000509,Conjunctivitis
0,14,C0021122,"Disruptive, Impulse Control, and Conduct Disorders","disruptive, impulse control, and oppositional defiant disorders",0.0018408885939751184,,
0,14,C0020256,Congenital Hydrocephalus,congenital hydrocephalus,0.001811333026452589,HP:0000238,Hydrocephalus
0,14,C0497552,Congenital neurologic anomalies,,0.0017276569694487536,HP:0000707,Abnormality of the nervous system
0,14,C0270549,Generalized Anxiety Disorder,generalized anxiety disorder,0.0016919815544972838,HP:0100851,Abnormal emotion/affect behavior
0,14,C0034734,Raynaud Disease,raynaud disease,0.0016906498480447547,HP:0000951,Abnormality of the skin
0,14,C1261276,Congenital unilateral subluxation of hip,congenital unilateral subluxation of hip,0.0015496928121550375,,
0,14,C0154587,Adjustment disorder with anxious mood,adjustment disorder ,0.0015324157210535865,HP:0000708,Behavioral abnormality
0,14,C1963664,Joint contracture of the ankle and foot,joint contracture of the ankle and foot,0.0014504093137164542,HP:0006466,Ankle contracture
0,14,C2911063,"Body mass index (BMI) pediatric, less than 5th percentile for age","body mass index (bmi) pediatric, less than 5th percentile for age",0.0014502028824037012,,
0,14,C0029549,Other conditions due to autosomal anomalies, conditions due to autosomal anomalies,0.0014070325825169974,,
0,14,C0009451,Communicating Hydrocephalus,,0.0013723219864295762,HP:0001334,Communicating hydrocephalus
0,14,C1260409,myasthenia gravis without acute exacerbation,myasthenia gravis ,0.0013666868635370066,HP:0003473,Fatigable weakness
0,14,C1260414,Other iatrogenic hypotension, iatrogenic hypotension,0.001351050817763342,HP:0002615,Hypotension
0,14,C0037317,Sleep disturbances,,0.0013439727397206182,HP:0002360,Sleep disturbance
0,14,C0030197,pain in or around eyes,pain in or around eyes,0.0012958403052024028,HP:0200026,Ocular pain
0,14,C0029658,Other lordosis (acquired), lordosis (acquired),0.0012957722864821342,HP:0003307,Hyperlordosis
0,14,C1258666,Myxoid cyst,myxoid cyst,0.0012957722864821342,HP:0011792,Neoplasm by histology
0,14,C0029516,Other and unspecified reactive psychosis, and  reactive psychosis,0.0012957721971012203,HP:0000708,Behavioral abnormality
0,14,C0029434,Osteogenesis Imperfecta,osteogenesis imperfecta,0.0012877938799871337,HP:0000924,Abnormality of the skeletal system
0,14,C2607914,Allergic rhinitis (disorder),,0.0012760098374024525,HP:0003193,Allergic rhinitis
0,14,C0085584,Encephalopathies,,0.0012583911886919687,HP:0001298,Encephalopathy
0,14,C0339002,"Attention-Deficit/Hyperactivity Disorder, Predominantly Inattentive Type","attention-deficit/hyperactivity disorder, predominantly inattentive type",0.001237424746920575,HP:0007018,Attention deficit hyperactivity disorder
