cui,cui_name,curated_name,prob,hpo,hpo_name
C0154446,"Infantile autism, current or active state"," autism, ",0.3555427598849753,HP:0000717,Autism
C0478100,Other deletions from the autosomes, deletions from the autosomes,0.004029239326384415,,
C0154448,"Disintegrative psychosis, current or active state","disintegrative psychosis, ",0.001460919250968907,HP:0000708,Behavioral abnormality
C0029587,Other eating disorders, eating disorders,0.010001806805083061,HP:0100738,Abnormal eating behavior
C0424641,Decrease in height,decrease in height,0.002657099937292144,HP:0000098,Tall stature
C0019693,HIV Infections,hiv infections,0.007918448021654362,HP:0002719,Recurrent infections
C0038017,Congenital spondylolisthesis,congenital spondylolisthesis,0.0022926309634196808,HP:0003302,Spondylolisthesis
C0008449,Congenital anomaly of cartilage,congenital anomaly of cartilage,0.0010666318483113155,HP:0410007,Abnormality of cartilage
C1305964,Urethra and bladder neck atresia and stenosis,urethra and bladder neck atresia and stenosis,0.002807149140647623,,
C0024031,Low Back Pain,,0.0052787333571002815,HP:0003419,Low back pain
C0034734,Raynaud Disease,raynaud disease,0.002228588920077853,HP:0000951,Abnormality of the skin
C0155006,Psychophysical visual disturbance,psychophysical visual disturbance,0.0011257654285218724,,
C0001540,Adjustment disorder with disturbance of conduct,adjustment disorder ,0.005377968243503141,HP:0000708,Behavioral abnormality
C0020437,Hypercalcemia,,0.0022811654402280176,HP:0003072,Hypercalcemia
C0015310,Exotropia,,0.008905518752247621,HP:0000577,Exotropia
C0400832,Ulcer of anus and rectum,ulcer of anus and rectum,0.001976168197786434,,
C0018674,Craniocerebral Trauma,craniocerebral trauma,0.007063356505772349,HP:0012638,Abnormality of nervous system physiology
C0025297,Viral meningitis,viral meningitis,0.002885446643623818,,
C0156109,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)","inguinal hernia, ",0.019287873414122563,HP:0000023,Inguinal hernia
C0236140,ECG abnormalities non-specific,ecg abnormalities non-specific,0.007705085273020732,HP:0011675,Arrhythmia
C0401143,Allergic gastroenteritis and colitis,allergic gastroenteritis and colitis,0.007732122166200057,HP:0012649,Increased inflammatory response
C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.012376317499056858,HP:0030680,Abnormality of cardiovascular system morphology
C0158118,Contracture of multiple joints,,0.004450263531647832,HP:0002828,Multiple joint contractures
C0041806,Unspecified disorder of immune mechanism, disorder of immune mechanism,0.007009099942193521,HP:0010978,Abnormality of immune system physiology
C0395888,Tympanosclerosis involving tympanic membrane only,tympanosclerosis involving tympanic membrane only,0.0011960979070394285,HP:0040090,Abnormality of the tympanic membrane
C0014130,Endocrine System Diseases,endocrine system diseases,0.0021916252600977393,HP:0000818,Abnormality of the endocrine system
C0040262,Tinea Versicolor,tinea versicolor,0.001573908618439223,,
C0019079,Hemoptysis,,0.001049678549491592,HP:0002105,Hemoptysis
C0157741,Idiopathic urticaria, urticaria,0.0018965734223753495,HP:0001025,Urticaria
C0157740,Chronic ulcer of other specified sites,chronic ulcer of  specified sites,0.0010799308773555899,,
C1260417,Ulcer of esophagus without bleeding,ulcer of esophagus ,0.002091550894781197,HP:0100580,Barrett esophagus
C1260414,Other iatrogenic hypotension, iatrogenic hypotension,0.001351050817763342,HP:0002615,Hypotension
C0153886,Acute myeloid leukemia in remission,acute myeloid leukemia in remission,0.0010377844698613713,HP:0004808,Acute myeloid leukemia
C0003534,Aphakia,aphakia,0.005467937810044681,HP:0000517,Abnormality of the lens
C0003537,Aphasia,,0.03949190868518056,HP:0002381,Aphasia
C0158506,Curvature of spine associated with other conditions,curvature of spine associated ,0.0041884657741820715,HP:0000925,Abnormality of the vertebral column
C0158503,Progressive infantile idiopathic scoliosis,progressive   scoliosis,0.006196705078878344,HP:0008458,Progressive congenital scoliosis
C0158509,scoliosis associated with other conditions,scoliosis associated ,0.002036085024605261,HP:0002650,Scoliosis
C0348483,Other disorders of aromatic amino-acid metabolism, disorders of aromatic amino-acid metabolism,0.002824760536119904,HP:0004337,Abnormality of amino acid metabolism
C0231471,Abnormal posture,,0.007069469691823188,HP:0002533,Abnormal posturing
C0733455,Other dissociated deviation of eye movements, dissociated deviation of eye movements,0.0014539498221243386,HP:0000496,Abnormality of eye movement
C0013338,Pituitary dwarfism,,0.008357800818471449,HP:0000839,Pituitary dwarfism
C0232493,Epigastric pain,epigastric pain,0.0017562765460048708,,
C0029505,"Hand, except finger injury","hand, except finger injury",0.0012415337011263668,HP:0004207,Abnormality of the 5th finger
C0039231,Tachycardia,,0.003012356871066733,HP:0001649,Tachycardia
C0158618,Congenital stenosis of mitral valve,,0.0093004448442392,HP:0011570,Congenital mitral stenosis
C0158619,Congenital insufficiency of mitral valve,insufficiency of mitral valve,0.017536730821816306,HP:0001653,Mitral regurgitation
C0158616,Congenital tricuspid atresia and stenosis,congenital tricuspid atresia and stenosis,0.003844228578799373,,
C0158617,Congenital insufficiency of aortic valve,congenital insufficiency of aortic valve,0.01508243450364525,HP:0001646,Abnormality of the aortic valve
C0339295,Exposure keratoconjunctivitis,exposure keratoconjunctivitis,0.0018335529499021344,HP:0000509,Conjunctivitis
C0547030,Visual disturbance,visual disturbance,0.0010593532679336122,,
C0392549,Infantile cerebral palsy, cerebral palsy,0.06528579030790423,HP:0100021,Cerebral palsy
C0375352,Other esophagitis, esophagitis,0.006198553244673299,HP:0100633,Esophagitis
C0240310,Hypoplasia of the maxilla,,0.0013546198220615565,HP:0000327,Hypoplasia of the maxilla
C0158767,Congenital deformity of knee joint,congenital deformity of knee joint,0.0018065470928623666,HP:0005191,Congenital knee dislocation
C0490011,Other convulsions, convulsions,0.12068695228669027,HP:0001250,Seizures
C0490010,Other congenital malformations of abdominal wall, congenital malformations of abdominal wall,0.001767614295090537,HP:0004298,Abnormality of the abdominal wall
C0494025,Intestinal infection due to clostridium difficile,intestinal infection due to clostridium difficile,0.0013424342286789005,HP:0004798,Recurrent infection of the gastrointestinal tract
C0035078,Kidney Failure,kidney failure,0.001989953773838372,HP:0000083,Renal insufficiency
C0009324,Ulcerative Colitis,,0.00339518245795401,HP:0100279,Ulcerative colitis
C0869515,"Precocious sexual development and puberty, NEC in ICD9CM_2014","precocious puberty,",0.0350124541319563,HP:0000826,Precocious puberty
C0029658,Other lordosis (acquired), lordosis (acquired),0.0012957722864821342,HP:0003307,Hyperlordosis
C0345377,Syndactyly of toes without bone fusion,syndactyly of toes ,0.0010187173096002401,HP:0001770,Toe syndactyly
C0034214,Pyogenic granuloma of skin and subcutaneous tissue,pyogenic granuloma of skin and subcutaneous tissue,0.0010393470776238014,HP:0005406,Recurrent bacterial skin infections
C0029652,Other kyphoscoliosis and scoliosis, kyphoscoliosis and scoliosis,0.016150862296138328,HP:0002650,Scoliosis
C0878691,Dementia in conditions classified elsewhere without behavioral disturbance,dementia in conditions classified elsewhere ,0.0038742140739075723,,
C0040457,"Tooth, Supernumerary",,0.0022938378678829447,HP:0011069,Increased number of teeth
C0375239,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus","migraine, , ",0.006566976056483945,HP:0002076,Migraine
C0477355,Extrapyramidal and movement disorders,extrapyramidal and movement disorders,0.0081643680801423,HP:0002071,Abnormality of extrapyramidal motor function
C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.035963057330644393,HP:0004370,Abnormality of temperature regulation
C0868739,"Disorders of impulse control, NEC in ICD9CM_2014","disorders of impulse control,",0.001185036570630776,HP:0012638,Abnormality of nervous system physiology
C0795685,"Disorders of meninges, not elsewhere classified in ICD10CM","disorders of meninges, not elsewhere classified in icd10cm",0.0010726396155012932,,
C0016124,Finger Injuries,finger injuries,0.001807969415101976,HP:0004207,Abnormality of the 5th finger
C0699815,Feeding difficulties and mismanagement,feeding difficulties and mismanagement,0.07482381106703939,HP:0011968,Feeding difficulties
C0031572,"Phobia, Social","phobia, social",0.007599950568062549,HP:0000708,Behavioral abnormality
C0158359,Laxity of ligament,,0.0032044148447121596,HP:0001380,Ligamentous laxity
C0494843,Ingestion dermatitis due to food,ingestion dermatitis due to food,0.03130694342383292,,
C0158352,"Muscle, ligament and fascia disorders",muscle abnormality,0.03642021475567644,HP:0003011,Abnormality of the musculature
C0158350,Tendon contracture,contracture,0.02869595119757271,HP:0001371,Flexion contracture
C0477996,Other congenital malformations of pulmonary valve, congenital malformations of pulmonary valve,0.007034172993786212,HP:0001641,Abnormality of the pulmonary valve
C0477992,Other specified congenital malformations of face and neck,phenotypic abnormality of face and neck,0.014578266401560232,HP:0000464,Abnormality of the neck
C0477999,Other specified congenital malformations of heart,phenotypic abnormality of heart,0.017200549631544985,HP:0001627,Abnormal heart morphology
C0154615,"Sensitivity, shyness, and social withdrawal disorder specific to childhood and adolescence","sensitivity, shyness, and social withdrawal disorder ",0.00508865565141592,,
C0154613,Disturbance of emotions specific to childhood and adolescence,disturbance of emotions ,0.0043487803087064215,HP:0100851,Abnormal emotion/affect behavior
C0034186,Pyelonephritis,,0.0035836463689848906,HP:0012330,Pyelonephritis
C0339877,Acute tracheitis without obstruction,acute tracheitis ,0.0011076150124993817,HP:0002088,Abnormality of the lung
C0031485,Phenylketonurias,phenylketonurias,0.009026382041277436,HP:0001939,Abnormality of metabolism/homeostasis
C0154619,Other or mixed emotional disturbances of childhood or adolescence,mixed emotional disturbances ,0.008367263470268968,,
C0027821,Neurocirculatory Asthenia,neurocirculatory asthenia,0.0014378774543256077,,
C0236794,Panic disorder without agoraphobia,panic disorder ,0.013053889015907686,HP:0000708,Behavioral abnormality
C0477973,Spina bifida with hydrocephalus,spina bifida ,0.010277383530487898,HP:0002414,Spina bifida
C0030353,Papilledema,,0.0018966427698979453,HP:0001085,Papilledema
C0477976,Other specified congenital malformations of nervous system,phenotypic abnormality of nervous system,0.0035806246736470983,HP:0000707,Abnormality of the nervous system
C0477975,Other specified congenital malformations of spinal cord,phenotypic abnormality of spinal cord,0.023502855998050874,HP:0002143,Abnormality of the spinal cord
C2712343,ALLERGIC RHINITIS NEC in ICD9CM,allergic rhinitis,0.02203208705378136,HP:0003193,Allergic rhinitis
C0030196,Pain in limb,,0.017098535162854398,HP:0009763,Limb pain
C1456066,Allergic rhinitis due to animal (cat) (dog) hair and dander,allergic rhinitis due to animal (cat) (dog) hair and dander,0.013225734897302763,,
C0158995,Congenital anemia,congenital anemia,0.0011430923445575158,HP:0004810,Congenital hypoplastic anemia
C0000768,Congenital Abnormality,congenital abnormality,0.00389791503218476,,
C0155472,Other disorders of middle ear and mastoid, disorders of middle ear and mastoid,0.0012049331830042446,HP:0000264,Abnormality of the mastoid
C0476241,Delayed developmental milestones,delayed developmental milestones,0.04793951160557589,HP:0001263,Global developmental delay
C0155673,Other chronic pulmonary heart diseases, chronic pulmonary heart diseases,0.0031788407713858173,,
C0039070,Syncope,,0.0031659986481860905,HP:0001279,Syncope
C0158285,Unspecified musculoskeletal disorders and symptoms referable to neck, musculoskeletal disorders and symptoms referable to neck,0.0011076974993305979,HP:0000464,Abnormality of the neck
C0155676,Pulmonary artery aneurysm,,0.0021735117916853396,HP:0004937,Pulmonary artery aneurysm
C0153986,Benign neoplasm of scalp and skin of neck,benign neoplasm of scalp and skin of neck,0.009460166416774515,HP:0008069,Neoplasm of the skin
C0154270,Localized adiposity,localized adiposity,0.0017619819835716101,HP:0001513,Obesity
C0155679,Acute pericarditis,acute pericarditis,0.0012348474931788843,HP:0001701,Pericarditis
C0020582,Hyphema of iris and ciliary body,hyphema of iris and ciliary body,0.001322062999000529,HP:0000553,Abnormality of the uvea
C0154276,Other selective immunoglobulin deficiencies, selective immunoglobulin deficiencies,0.007419987267803811,HP:0003460,Total immunoglobulin A deficiency
C0015544,Failure to Thrive,failure to thrive,0.027434769052822876,HP:0001508,Failure to thrive
C0339611,Monofixation syndrome,monofixation syndrome,0.003874170001778964,,
C0375291,"Cerebral artery occlusion, unspecified with cerebral infarction","cerebral artery occlusion,  ",0.003784590872420429,HP:0009145,Abnormality of cerebral artery
C0158971,Neonatal jaundice associated with preterm delivery,neonatal jaundice associated ,0.002405905714408758,HP:0006579,Prolonged neonatal jaundice
C0155490,Middle Ear Cholesteatoma,middle ear cholesteatoma,0.002386047528203342,HP:0008609,Morphological abnormality of the middle ear
C0375290,"Cerebral artery occlusion, unspecified without mention of cerebral infarction","cerebral artery occlusion,  ",0.0016256251341399816,HP:0009145,Abnormality of cerebral artery
C0010200,Coughing,,0.013545740821256258,HP:0012735,Cough
C0162429,Malnutrition,,0.01580774113476771,HP:0004395,Malnutrition
C0159006,Perinatal intestinal perforation,perinatal intestinal perforation,0.001657161803492469,,
C0021051,Immunologic Deficiency Syndromes,,0.005217554339249087,HP:0002721,Immunodeficiency
C0155879,Extrinsic asthma with status asthmaticus,extrinsic asthma ,0.003385937341589782,HP:0002099,Asthma
C0155878,Extrinsic asthma without mention of status asthmaticus,extrinsic asthma ,0.025117710521645922,HP:0002099,Asthma
C0155012,Generalized visual field contraction or constriction,generalized visual field contraction or constriction,0.0018211618394754208,HP:0001133,Constriction of peripheral visual field
C0221352,Syndactyly of fingers,,0.003443700924862481,HP:0006101,Finger syndactyly
C0155877,Allergic asthma,allergic asthma,0.0011200252254904787,HP:0002099,Asthma
C0001363,Acute vascular insufficiency of intestine (disorder),acute vascular insufficiency of intestine (disorder),0.0023770393519955938,,
C0001361,Acute tonsillitis,acute tonsillitis,0.0021699813203437317,HP:0012649,Increased inflammatory response
C0001365,Acute ill-defined cerebrovascular disease,acute ill-defined cerebrovascular disease,0.002216168698761263,,
C0156287,Prolapsed urethral mucosa,prolapsed urethral mucosa,0.001264516594169011,,
C0156284,Postoperative urethral stricture,postoperative urethral stricture,0.0013822407659924518,HP:0012227,Urethral stricture
C1719369,"Unspecified cause of encephalitis, myelitis, and encephalomyelitis"," cause of encephalitis, myelitis, and encephalomyelitis",0.002942716819123345,HP:0012486,Myelitis
C0019209,Hepatomegaly,,0.0014343756154484506,HP:0002240,Hepatomegaly
C0236773,Depressed bipolar I disorder,depressed bipolar disorder,0.00131418673395585,HP:0007302,Bipolar affective disorder
C0156111,"Bilateral inguinal hernia, without mention of obstruction or gangrene","bilateral inguinal hernia, ",0.017705569522280973,HP:0000023,Inguinal hernia
C0156110,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified, recurrent","inguinal hernia, ",0.0020989648004136148,HP:0000023,Inguinal hernia
C0024110,Lung Abscess,lung abscess,0.001761924325907998,HP:0002088,Abnormality of the lung
C0155708,Other specified conduction disorders, specified conduction disorders,0.0033810723248470435,HP:0030177,Abnormality of peripheral nervous system electrophysiology
C0152430,Congenital coxa valga,congenital coxa valga,0.0010451053779220727,HP:0002673,Coxa valga
C0265122,Disorder of pericardium,disorder of pericardium,0.0020820607941498775,HP:0011628,Congenital defect of the pericardium
C0156737,"Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication"," renal disease in pregnancy, ",0.0010798504058844064,HP:0012622,Chronic kidney disease
C0021879,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness",intracranial injury of  and  nature ,0.0014361978034631918,HP:0012638,Abnormality of nervous system physiology
C0021878,Intracranial injury of other and unspecified nature without mention of open intracranial wound,intracranial injury of  and  nature ,0.001251596374843201,HP:0012638,Abnormality of nervous system physiology
C0004402,autosomal deletion syndrome,autosomal deletion syndrome,0.005109440544996521,,
C0154865,Dystrophies primarily involving the retinal pigment epithelium,dystrophies primarily involving the retinal pigment epithelium,0.001206633882245693,HP:0000479,Abnormality of the retina
C0478080,Other congenital malformations of musculoskeletal system, congenital malformations of musculoskeletal system,0.0031243371557847874,,
C0019069,Hemophilia A,hemophilia a,0.005116967168099432,HP:0001871,Abnormality of blood and blood-forming tissues
C0157736,Other specified diseases of sebaceous glands, specified diseases of sebaceous glands,0.001380644973042643,,
C0019061,Hemolytic-Uremic Syndrome,,0.001287257168073667,HP:0005575,Hemolytic-uremic syndrome
C0014544,Epilepsy,epilepsy,0.0013397247122542094,HP:0001250,Seizures
C0043168,Whooping cough due to unspecified organism,whooping cough due to  organism,0.0013460484427609092,,
C0018798,Congenital Heart Defects,,0.01617052426979877,HP:0001627,Abnormal heart morphology
C0018799,Heart Diseases,heart diseases,0.005306643042811259,,
C1510471,Vitamin Deficiency,vitamin deficiency,0.001375769592349972,HP:0004905,Vitamin A deficiency
C0348494,Other hyperlipidemia, hyperlipidemia,0.0038848364392989904,HP:0003077,Hyperlipidemia
C1258666,Myxoid cyst,myxoid cyst,0.0012957722864821342,HP:0011792,Neoplasm by histology
C1135254,Fussy infant (baby),fussy infant (baby),0.004305216216578153,HP:0011458,Abdominal symptom
C1561805,fetal or newborn aspiration,fetal or newborn aspiration,0.0027073157929936665,HP:0001197,Abnormality of prenatal development or birth
C1135250,Other respiratory problems after birth, respiratory problems after birth,0.001746668664948251,HP:0002093,Respiratory insufficiency
C0520679,"Sleep Apnea, Obstructive",,0.01429700210810645,HP:0002870,Obstructive sleep apnea
C0013473,Eating Disorders,eating disorders,0.003731121451993916,HP:0100738,Abnormal eating behavior
C0153706,Lymphosarcoma of intra-abdominal lymph nodes,lymphosarcoma of intra-abdominal lymph nodes,0.0021118814051125034,HP:0002732,Lymph node hypoplasia
C0153708,Lymphosarcoma of lymph nodes of inguinal region and lower limb,lymphosarcoma of lymph nodes of inguinal region and lower limb,0.0010799308773555899,HP:0100763,Abnormality of the lymphatic system
C0002453,Amenorrhea,amenorrhea,0.002432656509284673,HP:0000141,Amenorrhea
C0033845,Pseudotumor Cerebri,pseudotumor cerebri,0.009452895658049394,,
C0040034,Thrombocytopenia,,0.0023922026201904623,HP:0001873,Thrombocytopenia
C0489982,Other disorders of calcium metabolism, disorders of calcium metabolism,0.0015487122603906772,,
C0489981,Other staphylococcal septicemia, staphylococcal septicemia,0.0012594261132603012,,
C0160393,"Injury to liver without mention of open wound into cavity, hematoma and contusion",injury to liver ,0.0012220791580884233,HP:0001392,Abnormality of the liver
C1955775,"Mixed hearing loss, unilateral","mixed hearing loss, unilateral",0.001038663282856808,HP:0000410,Mixed hearing impairment
C0032460,Polycystic Ovary Syndrome,,0.006336779065725316,HP:0000147,Polycystic ovaries
C0039319,Tarsal Tunnel Syndrome,tarsal tunnel syndrome,0.0011829657337298748,HP:0009810,Abnormality of upper limb joint
C0035440,Acute rheumatic heart disease,acute rheumatic heart disease,0.0013142628838703648,HP:0011025,Abnormality of cardiovascular system physiology
C2931161,Immunoglobulin a deficiency 1,immunoglobulin a deficiency 1,0.003651610686027841,,
C0018939,Hematological Disease,hematological disease,0.011576976892024356,HP:0001871,Abnormality of blood and blood-forming tissues
C1290810,Viral hepatitis A without hepatic coma,viral hepatitis a ,0.0021929470559790155,HP:0006562,Viral hepatitis
C0729250,"Respiratory complications, NEC in ICD9CM_2014","respiratory complications,",0.006462982068871995,HP:0002093,Respiratory insufficiency
C0392550,"Hemiplegia, Infantile","hemiplegia, ",0.0034918292586416733,HP:0002301,Hemiplegia
C0490022,Peripheral stem cells replaced by transplant,peripheral stem cells replaced by transplant,0.0011622954632905219,HP:0011893,Abnormal leukocyte count
C0158775,Congenital anomaly of spine,,0.0011641364380754458,HP:0003468,Abnormality of the vertebrae
C0009702,Unilateral congenital dislocation of hip,unilateral congenital dislocation of hip,0.003677098867707023,HP:0008780,Congenital bilateral hip dislocation
C0013274,Patent ductus arteriosus,,0.05611416662618769,HP:0001643,Patent ductus arteriosus
C0345380,Congenital anomaly of sternocleidomastoid muscle,congenital anomaly of sternocleidomastoid muscle,0.023257208621583387,HP:0003011,Abnormality of the musculature
C0034888,Rectal Prolapse,,0.003054048990796034,HP:0002035,Rectal prolapse
C0151632,ESR raised,,0.0012213321769528763,HP:0003565,Elevated erythrocyte sedimentation rate
C0270191,Perinatal intraventricular hemorrhage,perinatal intraventricular hemorrhage,0.0015657682799357466,HP:0007023,Antenatal intracerebral hemorrhage
C0003079,Anisocoria,,0.0010003205155281847,HP:0009916,Anisocoria
C0375204,Reflex sympathetic dystrophy of other specified site,reflex sympathetic dystrophy of  specified site,0.0012486777790831538,,
C0154289,Other vitamin B12 deficiency anemias, vitamin b12 deficiency anemias,0.0029357841265841814,HP:0010972,Anemia of inadequate production
C0160823,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection","insect bite, nonvenomous of face, neck, and scalp except eye, ",0.001570138110938854,,
C2349669,Necrotizing enterocolitis of newborn,necrotizing enterocolitis of newborn,0.004329264425453348,HP:0004387,Enterocolitis
C0154305,Other diseases of spleen, diseases of spleen,0.001761924325907998,HP:0001743,Abnormality of the spleen
C0026509,Closed Monteggia's fracture,closed monteggia's fracture,0.0019784848080760032,,
C0154049,Hemangioma of skin and subcutaneous tissue,hemangioma of skin and subcutaneous tissue,0.008955555163866348,HP:0007596,Painful subcutaneous lipomas
C0158545,Microphthalmos associated with other anomalies of eye AND/OR adnexa,microphthalmos associated ,0.0018965714483868414,HP:0000568,Microphthalmia
C0006131,Branchioma,,0.005448889875979718,HP:0009796,Branchial cyst
C0029794,Other specified erythematous conditions, specified erythematous conditions,0.001869360254889171,HP:0200034,Papule
C0795699,"Other diseases of pharynx, NEC in ICD9CM"," diseases of pharynx,",0.0035039970638773652,HP:0000600,Abnormality of the pharynx
C0029790,Other specified disorders of teeth and supporting structures, specified disorders of teeth and supporting structures,0.0025350902900634006,,
C0029791,Other specified disorders resulting from impaired renal function, specified disorders resulting from impaired renal function,0.0012701174128413486,,
C0034087,Pulmonary valve disorder,pulmonary valve disorder,0.003254185768009771,HP:0001641,Abnormality of the pulmonary valve
C0034084,Pulmonary Subvalvular Stenosis,pulmonary subvalvular stenosis,0.006205504241890498,HP:0001642,Pulmonic stenosis
C0375189,"Undersocialized conduct disorder, aggressive type, unspecified","undersocialized oppositional defiant disorder, aggressive type, ",0.00411561170956971,,
C0348815,Cystic fibrosis with pulmonary manifestations,cystic fibrosis ,0.005080620184253955,,
C0158361,"Other disorders of muscle, ligament, and fascia"," disorders of muscle, ligament, and fascia",0.01427803336387464,,
C0085602,Polydipsia,,0.0010265636328780823,HP:0001959,Polydipsia
C0155248,Acquired stenosis of nasolacrimal duct,acquired stenosis of nasolacrimal duct,0.0035526261263234813,HP:0007678,Lacrimal duct stenosis
C0392702,Abnormal involuntary movement,abnormal involuntary movement,0.013399774932338952,HP:0004305,Involuntary movements
C0375116,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",diabetes mellitus ,0.006285580877154317,HP:0000819,Diabetes mellitus
C0375117,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled",diabetes ,0.00241947101343487,HP:0000819,Diabetes mellitus
C0375114,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",diabetes mellitus ,0.024852604124127504,HP:0000819,Diabetes mellitus
C0375115,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",diabetes mellitus ,0.0017728639194304584,HP:0000819,Diabetes mellitus
C0375113,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",diabetes mellitus ,0.003586738762114396,HP:0000819,Diabetes mellitus
C0007194,Hypertrophic Cardiomyopathy,,0.0029873061689802746,HP:0001639,Hypertrophic cardiomyopathy
C0375118,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",diabetes ,0.001222091525852549,HP:0000819,Diabetes mellitus
C0497552,Congenital neurologic anomalies,,0.005018184019593179,HP:0000707,Abnormality of the nervous system
C0149654,Conduct Disorder,oppositional defiant disorder,0.04297345397898819,HP:0010865,Oppositional defiant disorder
C0271355,Abducens Nerve Diseases,,0.001359638126299035,HP:0006897,Cranial nerve VI palsy
C0154860,Hereditary retinal dystrophy,hereditary retinal dystrophy,0.005786147242503063,HP:0000556,Retinal dystrophy
C0406089,Cellulitis and abscess of foot excluding toe,cellulitis and abscess of foot excluding toe,0.002439627149057263,HP:0010771,Pilonidal abscess
C0266573,Congenital ptosis,,0.007385827944143037,HP:0007970,Congenital ptosis
C0154864,Other dystrophies primarily involving the sensory retina, dystrophies primarily involving the sensory retina,0.005568476105465846,,
C0027831,Neurofibromatosis 1,neurofibromatosis 1,0.010552275740320255,,
C0023800,Lipoma of other specified sites,lipoma of  specified sites,0.0012403022095775773,HP:0001031,Subcutaneous lipoma
C0016205,"Flatulence, eructation, and gas pain","flatulence, eructation, and gas pain",0.005184938568828429,HP:0011458,Abdominal symptom
C1691215,Penile hypospadias,,0.03664624990915632,HP:0003244,Penile hypospadias
C0549147,"Cardiac complications, NEC in ICD9CM_2014","cardiac complications,",0.006196884014025024,HP:0001635,Congestive heart failure
C0155397,Other chronic infective otitis externa, chronic infective otitis externa,0.0017708101373164267,HP:0000389,Chronic otitis media
C0020598,Hypocalcemia,,0.001261905682663824,HP:0002901,Hypocalcemia
C0009726,Congenital pigmentary skin anomalies,congenital pigmentary skin anomalies,0.0018920594937597043,HP:0001000,Abnormality of skin pigmentation
C0341863,Polymenorrhagia,polymenorrhagia,0.0031401935466385733,HP:0000132,Menorrhagia
C0158946,Other congenital infections specific to the perinatal period, congenital infections specific to the perinatal period,0.0027354628002675034,HP:0002719,Recurrent infections
C0158942,Other newborn respiratory problems, newborn respiratory problems,0.006423418040046927,HP:0002643,Neonatal respiratory distress
C0158945,Congenital cytomegalovirus infection,congenital cytomegalovirus infection,0.0012021487097453748,HP:0002719,Recurrent infections
C0004096,Asthma,,0.0066040466316315905,HP:0002099,Asthma
C0158940,Transitory tachypnea of newborn,transitory tachypnea of newborn,0.0031703116055823532,HP:0002789,Tachypnea
C0149507,Orbital Cellulitis,orbital cellulitis,0.0014874579999858465,,
C0159013,Other disturbances of temperature regulation of newborn, disturbances of temperature regulation of newborn,0.0013102953939038223,HP:0004370,Abnormality of temperature regulation
C0159012,Other hypothermia of newborn, hypmia of newborn,0.0014243312256339469,,
C0159015,Congenital hydrocele,congenital hydrocele,0.007299041155226699,HP:0000034,Hydrocele testis
C0159014,Other and unspecified edema of newborn, and  edema of newborn,0.001066492679647245,HP:0000969,Edema
C1261276,Congenital unilateral subluxation of hip,congenital unilateral subluxation of hip,0.00606340057413532,,
C0041952,Ureterolithiasis,ureterolithiasis,0.0023912929733762643,HP:0000787,Nephrolithiasis
C0155804,Acute maxillary sinusitis,acute maxillary sinusitis,0.003682325764736346,HP:0430028,Hyperplasia of the maxilla
C0010692,Cystitis,,0.002164248553815981,HP:0100577,Urinary bladder inflammation
C0155802,Compression of vein,compression of vein,0.0011827363881923277,HP:0001626,Abnormality of the cardiovascular system
C0155803,Other specified disorders of circulatory system, specified disorders of circulatory system,0.004501325123450027,,
C0038363,Aphthous Stomatitis,aphthous stomatitis,0.002506729595126043,HP:0011107,Recurrent aphthous stomatitis
C0153957,benign neoplasm of heart,benign neoplasm of heart,0.0014318066029500981,HP:0100544,Neoplasm of the heart
C0019275,Hernia of unspecified site without mention of obstruction or gangrene,hernia of  site ,0.001268016507329703,HP:0100790,Hernia
C0042374,Male genital organ vascular diseases,male genital organ vascular diseases,0.0014545529822115654,HP:0000078,Abnormality of the genital system
C0152424,Common ventricle,,0.005591303692700847,HP:0001750,Single ventricle
C0152423,Congenital small ears,,0.0014003469851786565,HP:0008551,Microtia
C0395861,Acute suppurative otitis media without spontaneous rupture of ear drum,acute suppurative otitis media ,0.019732858595990287,HP:0000403,Recurrent otitis media
C0395862,Acute suppurative otitis media with spontaneous rupture of ear drum,acute suppurative otitis media ,0.0029639446711109364,HP:0000403,Recurrent otitis media
C0008373,Cholesteatoma,,0.0013716777695834148,HP:0009797,Cholesteatoma
C0159838,"Fracture of lower end of femur, unspecified part, closed","fracture of lower end of femur,  part, closed",0.0023543550570821864,HP:0002823,Abnormality of the femur
C0008370,Cholestasis,,0.0018213244247720938,HP:0001396,Cholestasis
