cui,cui_name,curated_name,prob,hpo,hpo_name
C0154998,After-cataract with vision obscured,after-cataract ,0.0017900328287355275,HP:0000518,Cataract
C0155460,Acute myringitis,acute myringitis,0.0011978600725350713,HP:0000389,Chronic otitis media
C0158986,Neonatal hypoglycemia,,0.0037144366670706776,HP:0001998,Neonatal hypoglycemia
C0158987,Late metabolic acidosis of newborn,late metabolic acidosis of newborn,0.004813567189185494,HP:0001942,Metabolic acidosis
C0155464,Central perforation of tympanic membrane,central perforation of tympanic membrane,0.0019205334343294711,HP:0040090,Abnormality of the tympanic membrane
C1963664,Joint contracture of the ankle and foot,joint contracture of the ankle and foot,0.0061207307947920946,HP:0006466,Ankle contracture
C0154446,"Infantile autism, current or active state"," autism, ",0.37720429066283984,HP:0000717,Autism
C0155910,Pulmonary congestion and hypostasis,pulmonary congestion and hypostasis,0.0010212395633326934,,
C0154448,"Disintegrative psychosis, current or active state","disintegrative psychosis, ",0.0016136388965993257,HP:0000708,Behavioral abnormality
C0155488,Partial loss or necrosis of ear ossicles, loss or necrosis of ear ossicles,0.0010005500058578006,HP:0000377,Abnormality of the pinna
C0424641,Decrease in height,decrease in height,0.002950045737611771,HP:0000098,Tall stature
C0019693,HIV Infections,hiv infections,0.009318852306453709,HP:0002719,Recurrent infections
C0038017,Congenital spondylolisthesis,congenital spondylolisthesis,0.002572724856150572,HP:0003302,Spondylolisthesis
C0008449,Congenital anomaly of cartilage,congenital anomaly of cartilage,0.0011714267748479273,HP:0410007,Abnormality of cartilage
C1305964,Urethra and bladder neck atresia and stenosis,urethra and bladder neck atresia and stenosis,0.0028659347958802893,,
C0024031,Low Back Pain,,0.004552298045019583,HP:0003419,Low back pain
C0034734,Raynaud Disease,raynaud disease,0.002380078460257382,HP:0000951,Abnormality of the skin
C0155006,Psychophysical visual disturbance,psychophysical visual disturbance,0.0014238123195444274,,
C0001540,Adjustment disorder with disturbance of conduct,adjustment disorder ,0.00616913009432093,HP:0000708,Behavioral abnormality
C0158110,Contracture of joint of shoulder region,contracture of joint of shoulder region,0.0011599080706332762,,
C0015310,Exotropia,,0.009653553993733775,HP:0000577,Exotropia
C0156299,Encysted hydrocele,encysted hydrocele,0.0010325626468799633,,
C0400832,Ulcer of anus and rectum,ulcer of anus and rectum,0.002286838420996971,,
C0018674,Craniocerebral Trauma,craniocerebral trauma,0.007494034620215604,HP:0012638,Abnormality of nervous system physiology
C0025297,Viral meningitis,viral meningitis,0.002947553713837176,,
C0156109,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)","inguinal hernia, ",0.02265789594142502,HP:0000023,Inguinal hernia
C0236140,ECG abnormalities non-specific,ecg abnormalities non-specific,0.008979545382886733,HP:0011675,Arrhythmia
C0154289,Other vitamin B12 deficiency anemias, vitamin b12 deficiency anemias,0.0032179163003747207,HP:0010972,Anemia of inadequate production
C0008626,Congenital chromosomal disease,congenital chromosomal disease,0.01394581661175365,HP:0030680,Abnormality of cardiovascular system morphology
C0154161,Other specified acquired hypothyroidism, specified acquired hypothyroidism,0.002967816476569156,,
C0348860,Hypertensive renal disease with renal failure,hypertensive renal disease ,0.002870371701786608,HP:0012622,Chronic kidney disease
C0041806,Unspecified disorder of immune mechanism, disorder of immune mechanism,0.007592292302880976,HP:0010978,Abnormality of immune system physiology
C0395888,Tympanosclerosis involving tympanic membrane only,tympanosclerosis involving tympanic membrane only,0.0010729484595637523,HP:0040090,Abnormality of the tympanic membrane
C0014130,Endocrine System Diseases,endocrine system diseases,0.002569049854331007,HP:0000818,Abnormality of the endocrine system
C0040262,Tinea Versicolor,tinea versicolor,0.0017020774172988576,,
C0155943,Arthralgia of temporomandibular joint,arthralgia of temporomandibular joint,0.0010159786897509851,HP:0002829,Arthralgia
C0019079,Hemoptysis,,0.001267526749244889,HP:0002105,Hemoptysis
C0157741,Idiopathic urticaria, urticaria,0.001997922390316939,HP:0001025,Urticaria
C0157740,Chronic ulcer of other specified sites,chronic ulcer of  specified sites,0.0011996801181731363,,
C0008711,Chronic rhinitis,,0.007593563777042564,HP:0002257,Chronic rhinitis
C0008712,Chronic sphenoidal sinusitis,chronic sphenoidal sinusitis,0.0012790351927312008,HP:0430022,Abnormality of the sphenoid sinus
C0003534,Aphakia,aphakia,0.005961141462219211,HP:0000517,Abnormality of the lens
C0003537,Aphasia,,0.044616868269199396,HP:0002381,Aphasia
C0158506,Curvature of spine associated with other conditions,curvature of spine associated ,0.0046110166735006215,HP:0000925,Abnormality of the vertebral column
C0158503,Progressive infantile idiopathic scoliosis,progressive   scoliosis,0.00690130147327593,HP:0008458,Progressive congenital scoliosis
C0158509,scoliosis associated with other conditions,scoliosis associated ,0.002338253149011613,HP:0002650,Scoliosis
C0348483,Other disorders of aromatic amino-acid metabolism, disorders of aromatic amino-acid metabolism,0.0029803926557404026,HP:0004337,Abnormality of amino acid metabolism
C0231471,Abnormal posture,,0.007664509670029927,HP:0002533,Abnormal posturing
C0733455,Other dissociated deviation of eye movements, dissociated deviation of eye movements,0.0015419696195915526,HP:0000496,Abnormality of eye movement
C0013338,Pituitary dwarfism,,0.009075838679567651,HP:0000839,Pituitary dwarfism
C0232493,Epigastric pain,epigastric pain,0.0020019553435450844,,
C0029505,"Hand, except finger injury","hand, except finger injury",0.0013402812655740912,HP:0004207,Abnormality of the 5th finger
C0039231,Tachycardia,,0.0028826167648530843,HP:0001649,Tachycardia
C0158618,Congenital stenosis of mitral valve,,0.00882526428728151,HP:0011570,Congenital mitral stenosis
C0158619,Congenital insufficiency of mitral valve,insufficiency of mitral valve,0.02034661645537397,HP:0001653,Mitral regurgitation
C0158616,Congenital tricuspid atresia and stenosis,congenital tricuspid atresia and stenosis,0.0037878927864915322,,
C0158617,Congenital insufficiency of aortic valve,congenital insufficiency of aortic valve,0.018197110001585873,HP:0001646,Abnormality of the aortic valve
C0339295,Exposure keratoconjunctivitis,exposure keratoconjunctivitis,0.0018749644644556192,HP:0000509,Conjunctivitis
C0392549,Infantile cerebral palsy, cerebral palsy,0.07099478913864408,HP:0100021,Cerebral palsy
C0161462,"Injury to digital nerve, upper limb","injury to digital nerve, upper limb",0.0011457083545368463,HP:0000759,Abnormal peripheral nervous system morphology
C0375352,Other esophagitis, esophagitis,0.0063661797824737165,HP:0100633,Esophagitis
C0009324,Ulcerative Colitis,,0.003340559373411079,HP:0100279,Ulcerative colitis
C0490011,Other convulsions, convulsions,0.1478864639170108,HP:0001250,Seizures
C0490010,Other congenital malformations of abdominal wall, congenital malformations of abdominal wall,0.0020487536863455897,HP:0004298,Abnormality of the abdominal wall
C0494025,Intestinal infection due to clostridium difficile,intestinal infection due to clostridium difficile,0.0012394825241618533,HP:0004798,Recurrent infection of the gastrointestinal tract
C0035078,Kidney Failure,kidney failure,0.002229783189502744,HP:0000083,Renal insufficiency
C0263819,Recurrent dislocation of lower leg joint,recurrent dislocation of lower leg joint,0.0012254587406499056,,
C0869515,"Precocious sexual development and puberty, NEC in ICD9CM_2014","precocious puberty,",0.03938098762227489,HP:0000826,Precocious puberty
C0029658,Other lordosis (acquired), lordosis (acquired),0.0015835706440494163,HP:0003307,Hyperlordosis
C0034214,Pyogenic granuloma of skin and subcutaneous tissue,pyogenic granuloma of skin and subcutaneous tissue,0.0011641402819166462,HP:0005406,Recurrent bacterial skin infections
C0029652,Other kyphoscoliosis and scoliosis, kyphoscoliosis and scoliosis,0.01608529269918961,HP:0002650,Scoliosis
C0878691,Dementia in conditions classified elsewhere without behavioral disturbance,dementia in conditions classified elsewhere ,0.004096069681231327,,
C0040457,"Tooth, Supernumerary",,0.002616533770054713,HP:0011069,Increased number of teeth
C0375239,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus","migraine, , ",0.005624008661937662,HP:0002076,Migraine
C0477355,Extrapyramidal and movement disorders,extrapyramidal and movement disorders,0.008025552720542098,HP:0002071,Abnormality of extrapyramidal motor function
C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,0.03682357518844948,HP:0004370,Abnormality of temperature regulation
C0271234,Impairment level: low vision of both eyes,impairment level: low vision of both eyes,0.004418858086928577,,
C0795685,"Disorders of meninges, not elsewhere classified in ICD10CM","disorders of meninges, not elsewhere classified in icd10cm",0.0011282387158290698,,
C0016124,Finger Injuries,finger injuries,0.0020477431026306525,HP:0004207,Abnormality of the 5th finger
C0699815,Feeding difficulties and mismanagement,feeding difficulties and mismanagement,0.07784655015637577,HP:0011968,Feeding difficulties
C0031572,"Phobia, Social","phobia, social",0.008321793989157871,HP:0000708,Behavioral abnormality
C0158359,Laxity of ligament,,0.0035528403738653755,HP:0001380,Ligamentous laxity
C0494843,Ingestion dermatitis due to food,ingestion dermatitis due to food,0.041845587165912156,,
C0158352,"Muscle, ligament and fascia disorders",muscle abnormality,0.039848032956332685,HP:0003011,Abnormality of the musculature
C0158350,Tendon contracture,contracture,0.031849204010722804,HP:0001371,Flexion contracture
C0477996,Other congenital malformations of pulmonary valve, congenital malformations of pulmonary valve,0.00816017796258376,HP:0001641,Abnormality of the pulmonary valve
C0477992,Other specified congenital malformations of face and neck,phenotypic abnormality of face and neck,0.017149398592782538,HP:0000464,Abnormality of the neck
C0477999,Other specified congenital malformations of heart,phenotypic abnormality of heart,0.018563155309439704,HP:0001627,Abnormal heart morphology
C0154615,"Sensitivity, shyness, and social withdrawal disorder specific to childhood and adolescence","sensitivity, shyness, and social withdrawal disorder ",0.00580650812671645,,
C0154613,Disturbance of emotions specific to childhood and adolescence,disturbance of emotions ,0.004710171012119075,HP:0100851,Abnormal emotion/affect behavior
C0034186,Pyelonephritis,,0.0039641416882887125,HP:0012330,Pyelonephritis
C0339877,Acute tracheitis without obstruction,acute tracheitis ,0.0010602642229551663,HP:0002088,Abnormality of the lung
C0031485,Phenylketonurias,phenylketonurias,0.00952313053453042,HP:0001939,Abnormality of metabolism/homeostasis
C0154619,Other or mixed emotional disturbances of childhood or adolescence,mixed emotional disturbances ,0.010077493468892291,,
C0027821,Neurocirculatory Asthenia,neurocirculatory asthenia,0.0015432638898502222,,
C0236794,Panic disorder without agoraphobia,panic disorder ,0.014573483815754245,HP:0000708,Behavioral abnormality
C0477973,Spina bifida with hydrocephalus,spina bifida ,0.011268464006779654,HP:0002414,Spina bifida
C0030353,Papilledema,,0.0022646830821824314,HP:0001085,Papilledema
C0477976,Other specified congenital malformations of nervous system,phenotypic abnormality of nervous system,0.0040954416584874824,HP:0000707,Abnormality of the nervous system
C0477975,Other specified congenital malformations of spinal cord,phenotypic abnormality of spinal cord,0.024983527209508756,HP:0002143,Abnormality of the spinal cord
C2712343,ALLERGIC RHINITIS NEC in ICD9CM,allergic rhinitis,0.024221015386087244,HP:0003193,Allergic rhinitis
C0030196,Pain in limb,,0.017310051799487216,HP:0009763,Limb pain
C0030197,pain in or around eyes,pain in or around eyes,0.0015812993918501198,HP:0200026,Ocular pain
C0158995,Congenital anemia,congenital anemia,0.0011957024425129487,HP:0004810,Congenital hypoplastic anemia
C0158996,Anemia of prematurity,anemia of prematurity,0.0011590992238190384,HP:0001197,Abnormality of prenatal development or birth
C0000768,Congenital Abnormality,congenital abnormality,0.004342819504942328,,
C0155472,Other disorders of middle ear and mastoid, disorders of middle ear and mastoid,0.001630253974761984,HP:0000264,Abnormality of the mastoid
C0546982,Cystic fibrosis with meconium ileus,cystic fibrosis ,0.0016499353747710672,,
C0155673,Other chronic pulmonary heart diseases, chronic pulmonary heart diseases,0.0031442512856111357,,
C0039070,Syncope,,0.003550731779835914,HP:0001279,Syncope
C0158285,Unspecified musculoskeletal disorders and symptoms referable to neck, musculoskeletal disorders and symptoms referable to neck,0.0012489860367399478,HP:0000464,Abnormality of the neck
C0155676,Pulmonary artery aneurysm,,0.002505853048329381,HP:0004937,Pulmonary artery aneurysm
C0154270,Localized adiposity,localized adiposity,0.0020620627087114987,HP:0001513,Obesity
C0155679,Acute pericarditis,acute pericarditis,0.0011938394473005134,HP:0001701,Pericarditis
C0020582,Hyphema of iris and ciliary body,hyphema of iris and ciliary body,0.0014731264857023871,HP:0000553,Abnormality of the uvea
C0154276,Other selective immunoglobulin deficiencies, selective immunoglobulin deficiencies,0.008147205355266168,HP:0003460,Total immunoglobulin A deficiency
C0015544,Failure to Thrive,failure to thrive,0.03028698345080806,HP:0001508,Failure to thrive
C0339611,Monofixation syndrome,monofixation syndrome,0.004096051813647703,,
C0375291,"Cerebral artery occlusion, unspecified with cerebral infarction","cerebral artery occlusion,  ",0.0020876223998701174,HP:0009145,Abnormality of cerebral artery
C0158971,Neonatal jaundice associated with preterm delivery,neonatal jaundice associated ,0.003446212845971995,HP:0006579,Prolonged neonatal jaundice
C0155490,Middle Ear Cholesteatoma,middle ear cholesteatoma,0.002771080342561189,HP:0008609,Morphological abnormality of the middle ear
C0036341,Schizophrenia,,0.0010054243043752054,HP:0100753,Schizophrenia
C0375290,"Cerebral artery occlusion, unspecified without mention of cerebral infarction","cerebral artery occlusion,  ",0.0018186500928749783,HP:0009145,Abnormality of cerebral artery
C0010200,Coughing,,0.015786219943652077,HP:0012735,Cough
C0011334,Dental caries,,0.04109755731469624,HP:0000670,Carious teeth
C0159006,Perinatal intestinal perforation,perinatal intestinal perforation,0.0019204135037833834,,
C0021051,Immunologic Deficiency Syndromes,,0.005724873461957352,HP:0002721,Immunodeficiency
C0155879,Extrinsic asthma with status asthmaticus,extrinsic asthma ,0.004065525483646055,HP:0002099,Asthma
C0155878,Extrinsic asthma without mention of status asthmaticus,extrinsic asthma ,0.0314140813643484,HP:0002099,Asthma
C0155012,Generalized visual field contraction or constriction,generalized visual field contraction or constriction,0.0014563376383419692,HP:0001133,Constriction of peripheral visual field
C0221352,Syndactyly of fingers,,0.0033728159507511526,HP:0006101,Finger syndactyly
C0155877,Allergic asthma,allergic asthma,0.0011323032950328346,HP:0002099,Asthma
C0154565,Non-organic sleep disorder,non-organic sleep disorder,0.0010169590349433707,HP:0000708,Behavioral abnormality
C0160823,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection","insect bite, nonvenomous of face, neck, and scalp except eye, ",0.0018860741265221911,,
C0001363,Acute vascular insufficiency of intestine (disorder),acute vascular insufficiency of intestine (disorder),0.002784702287011937,,
C0001361,Acute tonsillitis,acute tonsillitis,0.0012294978107197944,HP:0012649,Increased inflammatory response
C0001365,Acute ill-defined cerebrovascular disease,acute ill-defined cerebrovascular disease,0.0026545473771962674,,
C0156287,Prolapsed urethral mucosa,prolapsed urethral mucosa,0.0013843689767077745,,
C0156284,Postoperative urethral stricture,postoperative urethral stricture,0.0013411204675925978,HP:0012227,Urethral stricture
C1719369,"Unspecified cause of encephalitis, myelitis, and encephalomyelitis"," cause of encephalitis, myelitis, and encephalomyelitis",0.0033662960599469944,HP:0012486,Myelitis
C0019209,Hepatomegaly,,0.0017073819350525554,HP:0002240,Hepatomegaly
C0236773,Depressed bipolar I disorder,depressed bipolar disorder,0.0014183389220118704,HP:0007302,Bipolar affective disorder
C0156111,"Bilateral inguinal hernia, without mention of obstruction or gangrene","bilateral inguinal hernia, ",0.020650924250951684,HP:0000023,Inguinal hernia
C0156110,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified, recurrent","inguinal hernia, ",0.0024418903003604994,HP:0000023,Inguinal hernia
C0024110,Lung Abscess,lung abscess,0.002061793011082441,HP:0002088,Abnormality of the lung
C0155708,Other specified conduction disorders, specified conduction disorders,0.003951516093525437,HP:0030177,Abnormality of peripheral nervous system electrophysiology
C0152430,Congenital coxa valga,congenital coxa valga,0.0011067523293758184,HP:0002673,Coxa valga
C0265122,Disorder of pericardium,disorder of pericardium,0.002203740690967075,HP:0011628,Congenital defect of the pericardium
C0156737,"Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication"," renal disease in pregnancy, ",0.0012005204728987133,HP:0012622,Chronic kidney disease
C0021879,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness",intracranial injury of  and  nature ,0.001700564850054415,HP:0012638,Abnormality of nervous system physiology
C0021878,Intracranial injury of other and unspecified nature without mention of open intracranial wound,intracranial injury of  and  nature ,0.0013103544740455948,HP:0012638,Abnormality of nervous system physiology
C0004402,autosomal deletion syndrome,autosomal deletion syndrome,0.005891767481114722,,
C0266573,Congenital ptosis,,0.006943812119384627,HP:0007970,Congenital ptosis
C0478080,Other congenital malformations of musculoskeletal system, congenital malformations of musculoskeletal system,0.003317633089595992,,
C0019069,Hemophilia A,hemophilia a,0.005695770176777264,HP:0001871,Abnormality of blood and blood-forming tissues
C0157736,Other specified diseases of sebaceous glands, specified diseases of sebaceous glands,0.0013446432074053721,,
C0019061,Hemolytic-Uremic Syndrome,,0.001435424840465194,HP:0005575,Hemolytic-uremic syndrome
C0014544,Epilepsy,epilepsy,0.0014031428056434751,HP:0001250,Seizures
C0043168,Whooping cough due to unspecified organism,whooping cough due to  organism,0.001430510867413425,,
C0018798,Congenital Heart Defects,,0.01616858982796277,HP:0001627,Abnormal heart morphology
C0018799,Heart Diseases,heart diseases,0.004866688342727563,,
C0158515,Acquired deformity of pelvis,acquired deformity of pelvis,0.0010379077469184902,HP:0002644,Abnormality of pelvic girdle bone morphology
C1510471,Vitamin Deficiency,vitamin deficiency,0.0015642127103964358,HP:0004905,Vitamin A deficiency
C0348494,Other hyperlipidemia, hyperlipidemia,0.004235423404008863,HP:0003077,Hyperlipidemia
C0178879,Urinary tract obstruction,urinary tract obstruction,0.0027004190558596024,,
C1135254,Fussy infant (baby),fussy infant (baby),0.004758645848124073,HP:0011458,Abdominal symptom
C1561805,fetal or newborn aspiration,fetal or newborn aspiration,0.0028487984364179513,HP:0001197,Abnormality of prenatal development or birth
C1135250,Other respiratory problems after birth, respiratory problems after birth,0.0018409738508653514,HP:0002093,Respiratory insufficiency
C1135251,Septicemia [sepsis] of newborn,septicemia [sepsis] of newborn,0.001244740804971042,HP:0002719,Recurrent infections
C0154007,Benign neoplasm of testis,benign neoplasm of testis,0.0034162543873439933,HP:0010788,Testicular neoplasm
C0520679,"Sleep Apnea, Obstructive",,0.014349574322888687,HP:0002870,Obstructive sleep apnea
C0013473,Eating Disorders,eating disorders,0.0041347471223678,HP:0100738,Abnormal eating behavior
C0153706,Lymphosarcoma of intra-abdominal lymph nodes,lymphosarcoma of intra-abdominal lymph nodes,0.002368619144375336,HP:0002732,Lymph node hypoplasia
C0153708,Lymphosarcoma of lymph nodes of inguinal region and lower limb,lymphosarcoma of lymph nodes of inguinal region and lower limb,0.0011996801181731363,HP:0100763,Abnormality of the lymphatic system
C0700292,Hypoxemia,,0.002489387447041424,HP:0012418,Hypoxemia
C0033845,Pseudotumor Cerebri,pseudotumor cerebri,0.01079781416272548,,
C0040034,Thrombocytopenia,,0.0027305472893966684,HP:0001873,Thrombocytopenia
C0489982,Other disorders of calcium metabolism, disorders of calcium metabolism,0.0017775824025293102,,
C0489981,Other staphylococcal septicemia, staphylococcal septicemia,0.0010046341486032015,,
C0160393,"Injury to liver without mention of open wound into cavity, hematoma and contusion",injury to liver ,0.0013239109132506615,HP:0001392,Abnormality of the liver
C0032460,Polycystic Ovary Syndrome,,0.0069819489003933284,HP:0000147,Polycystic ovaries
C0700501,Congenital nystagmus,,0.00288999116098221,HP:0006934,Congenital nystagmus
C0035440,Acute rheumatic heart disease,acute rheumatic heart disease,0.0015605782812026531,HP:0011025,Abnormality of cardiovascular system physiology
C2931161,Immunoglobulin a deficiency 1,immunoglobulin a deficiency 1,0.004011846730806154,,
C0018939,Hematological Disease,hematological disease,0.014065079513650046,HP:0001871,Abnormality of blood and blood-forming tissues
C1290810,Viral hepatitis A without hepatic coma,viral hepatitis a ,0.002488694248487042,HP:0006562,Viral hepatitis
C0729250,"Respiratory complications, NEC in ICD9CM_2014","respiratory complications,",0.006584155245694716,HP:0002093,Respiratory insufficiency
C0392550,"Hemiplegia, Infantile","hemiplegia, ",0.004101667508336209,HP:0002301,Hemiplegia
C0490022,Peripheral stem cells replaced by transplant,peripheral stem cells replaced by transplant,0.001132167664462007,HP:0011893,Abnormal leukocyte count
C0158775,Congenital anomaly of spine,,0.0012246501370306556,HP:0003468,Abnormality of the vertebrae
C0009702,Unilateral congenital dislocation of hip,unilateral congenital dislocation of hip,0.00787152709595652,HP:0008780,Congenital bilateral hip dislocation
C0013274,Patent ductus arteriosus,,0.058631224626868754,HP:0001643,Patent ductus arteriosus
C0345380,Congenital anomaly of sternocleidomastoid muscle,congenital anomaly of sternocleidomastoid muscle,0.02364951299905895,HP:0003011,Abnormality of the musculature
C0034888,Rectal Prolapse,,0.0034734365238909587,HP:0002035,Rectal prolapse
C0151632,ESR raised,,0.0012880533683222552,HP:0003565,Elevated erythrocyte sedimentation rate
C0270191,Perinatal intraventricular hemorrhage,perinatal intraventricular hemorrhage,0.0016469520041944297,HP:0007023,Antenatal intracerebral hemorrhage
C0375204,Reflex sympathetic dystrophy of other specified site,reflex sympathetic dystrophy of  specified site,0.0012098687194617539,,
C0401143,Allergic gastroenteritis and colitis,allergic gastroenteritis and colitis,0.00973681339528727,HP:0012649,Increased inflammatory response
C0029587,Other eating disorders, eating disorders,0.012193514735270026,HP:0100738,Abnormal eating behavior
C0023510,Leukocyte Disorders,leukocyte disorders,0.001033704541504103,HP:0001881,Abnormality of leukocytes
C2349669,Necrotizing enterocolitis of newborn,necrotizing enterocolitis of newborn,0.0049286193722864295,HP:0004387,Enterocolitis
C0154305,Other diseases of spleen, diseases of spleen,0.002061793011082441,HP:0001743,Abnormality of the spleen
C0026509,Closed Monteggia's fracture,closed monteggia's fracture,0.0021664989839501564,,
C0154049,Hemangioma of skin and subcutaneous tissue,hemangioma of skin and subcutaneous tissue,0.008913022695896852,HP:0007596,Painful subcutaneous lipomas
C0478056,Other obstructive defects of renal pelvis and ureter, obstructive defects of renal pelvis and ureter,0.025391790950686544,HP:0000069,Abnormality of the ureter
C0006131,Branchioma,,0.006206780383082814,HP:0009796,Branchial cyst
C0029794,Other specified erythematous conditions, specified erythematous conditions,0.002190837303477716,HP:0200034,Papule
C0795699,"Other diseases of pharynx, NEC in ICD9CM"," diseases of pharynx,",0.004668759708452044,HP:0000600,Abnormality of the pharynx
C0029790,Other specified disorders of teeth and supporting structures, specified disorders of teeth and supporting structures,0.0027389490789174005,,
C0029791,Other specified disorders resulting from impaired renal function, specified disorders resulting from impaired renal function,0.0012862976341140467,,
C0034087,Pulmonary valve disorder,pulmonary valve disorder,0.003505832937649473,HP:0001641,Abnormality of the pulmonary valve
C0034084,Pulmonary Subvalvular Stenosis,pulmonary subvalvular stenosis,0.007079814126268426,HP:0001642,Pulmonic stenosis
C0155242,Stenosis and insufficiency of lacrimal passages,stenosis and insufficiency of lacrimal passages,0.0010404934878200593,,
C0375189,"Undersocialized conduct disorder, aggressive type, unspecified","undersocialized oppositional defiant disorder, aggressive type, ",0.0042560153610375325,,
C0348815,Cystic fibrosis with pulmonary manifestations,cystic fibrosis ,0.0057187633393808186,,
C0158361,"Other disorders of muscle, ligament, and fascia"," disorders of muscle, ligament, and fascia",0.016223703282302614,,
C0085602,Polydipsia,,0.0010354018454405262,HP:0001959,Polydipsia
C0155248,Acquired stenosis of nasolacrimal duct,acquired stenosis of nasolacrimal duct,0.00479747870058841,HP:0007678,Lacrimal duct stenosis
C0392702,Abnormal involuntary movement,abnormal involuntary movement,0.014488363835187501,HP:0004305,Involuntary movements
C0375116,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",diabetes mellitus ,0.009374310273334775,HP:0000819,Diabetes mellitus
C0375117,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled",diabetes ,0.002637502206290852,HP:0000819,Diabetes mellitus
C0375114,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",diabetes mellitus ,0.02775427707038526,HP:0000819,Diabetes mellitus
C0375115,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",diabetes mellitus ,0.001725754001949229,HP:0000819,Diabetes mellitus
C0375113,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",diabetes mellitus ,0.003997893273075305,HP:0000819,Diabetes mellitus
C0007194,Hypertrophic Cardiomyopathy,,0.0033989538772753237,HP:0001639,Hypertrophic cardiomyopathy
C0375118,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",diabetes ,0.0013236758043467533,HP:0000819,Diabetes mellitus
C0497552,Congenital neurologic anomalies,,0.005330563770006645,HP:0000707,Abnormality of the nervous system
C0149654,Conduct Disorder,oppositional defiant disorder,0.04354909353501029,HP:0010865,Oppositional defiant disorder
C0271355,Abducens Nerve Diseases,,0.001535539589076617,HP:0006897,Cranial nerve VI palsy
C0154860,Hereditary retinal dystrophy,hereditary retinal dystrophy,0.006513414694199322,HP:0000556,Retinal dystrophy
C0406089,Cellulitis and abscess of foot excluding toe,cellulitis and abscess of foot excluding toe,0.003929943511861238,HP:0010771,Pilonidal abscess
C0154865,Dystrophies primarily involving the retinal pigment epithelium,dystrophies primarily involving the retinal pigment epithelium,0.0012971524223540972,HP:0000479,Abnormality of the retina
C0154864,Other dystrophies primarily involving the sensory retina, dystrophies primarily involving the sensory retina,0.00626790269452497,,
C0027831,Neurofibromatosis 1,neurofibromatosis 1,0.01249197424815051,,
C0023800,Lipoma of other specified sites,lipoma of  specified sites,0.0013345054095114375,HP:0001031,Subcutaneous lipoma
C0016205,"Flatulence, eructation, and gas pain","flatulence, eructation, and gas pain",0.006674679298668324,HP:0011458,Abdominal symptom
C1691215,Penile hypospadias,,0.03758640091266004,HP:0003244,Penile hypospadias
C0549147,"Cardiac complications, NEC in ICD9CM_2014","cardiac complications,",0.006707650307177832,HP:0001635,Congestive heart failure
C0155397,Other chronic infective otitis externa, chronic infective otitis externa,0.001872865434561675,HP:0000389,Chronic otitis media
C0020598,Hypocalcemia,,0.0014056609650928544,HP:0002901,Hypocalcemia
C0029867,Other urethritis, urethritis,0.0022654565101998814,HP:0000031,Epididymitis
C0341863,Polymenorrhagia,polymenorrhagia,0.0034281155552092373,HP:0000132,Menorrhagia
C0158946,Other congenital infections specific to the perinatal period, congenital infections specific to the perinatal period,0.002879074946181521,HP:0002719,Recurrent infections
C0158942,Other newborn respiratory problems, newborn respiratory problems,0.0063007646057668025,HP:0002643,Neonatal respiratory distress
C0158945,Congenital cytomegalovirus infection,congenital cytomegalovirus infection,0.0011460715065861379,HP:0002719,Recurrent infections
C0004096,Asthma,,0.0056674205316434864,HP:0002099,Asthma
C0158940,Transitory tachypnea of newborn,transitory tachypnea of newborn,0.003282650991166944,HP:0002789,Tachypnea
C0149507,Orbital Cellulitis,orbital cellulitis,0.00178605901913534,,
C0159013,Other disturbances of temperature regulation of newborn, disturbances of temperature regulation of newborn,0.0013895137410330845,HP:0004370,Abnormality of temperature regulation
C0159012,Other hypothermia of newborn, hypmia of newborn,0.001646834663094304,,
C0159015,Congenital hydrocele,congenital hydrocele,0.008506349925031435,HP:0000034,Hydrocele testis
C1261276,Congenital unilateral subluxation of hip,congenital unilateral subluxation of hip,0.006209549869347486,,
C0041952,Ureterolithiasis,ureterolithiasis,0.002758665820716611,HP:0000787,Nephrolithiasis
C0155804,Acute maxillary sinusitis,acute maxillary sinusitis,0.004419667505954387,HP:0430028,Hyperplasia of the maxilla
C0010692,Cystitis,,0.002439494195784511,HP:0100577,Urinary bladder inflammation
C0155802,Compression of vein,compression of vein,0.0011528635402959428,HP:0001626,Abnormality of the cardiovascular system
C0155803,Other specified disorders of circulatory system, specified disorders of circulatory system,0.005012824747691844,,
C0038363,Aphthous Stomatitis,aphthous stomatitis,0.0024559002815806408,HP:0011107,Recurrent aphthous stomatitis
